id,title,authors,venue,year
2528,gigascope : high performance network monitoring with an sql interface,"c cranor , y gao , t johnson , v shkapenyuk , o",proc . of the 2002 acm sigmod intl. conf . on management of,
2546,ediâ ?? the grand daddy of electronic commerce,"m unitt , ic jones","bt technology journal ,",1999.0
2550,on-line selectivity estimation for xml path expressions using markov histograms,"l lim , m wang , s padmanabhan , js vitter , r parr",,
2552,evaluation of remote backup algorithms for transaction processing systems,"h garcia-molina , c polyzois","acm transactions on database systems ,",
2561,towards a semantic view of an extended entity-relationship model,"u hohenstein , m gogolla","acm transactions on database systems ,",
2563,benchmarking spatial join operations with spatial output,"eg hoel , h samet","proceedings of the international conference on very large & hellip ; ,",1995.0
2569,continuously adaptive query processing,"r avnur , jmh eddies",,2000.0
2576,dbcache : a project on database caching support for web applications,c mohan,,
2577,design and analysis of parametric query optimization algorithms,s ganguly,"proceedings of the international conference on very large & hellip ; ,",1998.0
2583,c. yu . ( 2002 ) . timber : a native xml database,"hv jagadish , s al-khalifa , a chapman , lvs",the vldb,
2587,tutorial : constraint programming and database languages,p kanellakis,"proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,",1995.0
2602,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"ea rundensteiner , mo ward , j yang , pr doshi","sigmod conference ,",2002.0
2604,the mitdice project,"d sriram , r logcher","ieee computer ,",
2609,"balancing push and pull for data broadcast , ''","m franklin , s zdonik","proceedings of the acm sigmod , may ,",
2616,hyperqueries : dynamic distributed query processing on the internet,"a kemper , c wiesner","proceedings of the international conference on very large & hellip ; ,",2001.0
2617,information integration : the momis project demonstration,"d beneventano , s bergamaschi , s castano , a corni",,
2629,materialized views and data warehouses .,acms anthology,"sigmod record ,",1998.0
2655,picodbms : validation and experience ' . 27th int,"n anciaux , c bobineau , l bouganim , p pucheral , p","conf . on very large data bases ,",
2656,report on the first ieee international workshop on networking meets databases ( netdbâ ?? 05 ),"c shahabi , r govindan , k aberer","sigmod record ,",2005.0
2657,diluting acid .,"t kempster , c stirling , p thanisch","sigmod record ,",1999.0
2667,index research ( panel session ) : forest or trees ?,"jm hellerstein , hp kriegel , d comet , c falsutsos ,",acm computing surveys,
2681,transaction timestamping in ( temporal ) databases,"cs jensen , db lomet","proceedings of the international conference on very large & hellip ; ,",2001.0
2686,wangy ( 2000 ) niagaracq : a scalable continuous query system for internet databases,"j chen , dt dewitt , f tian",proceedings of the acm sigmod,
2694,a query language for list-based complex objects,ls colby,,
2703,broadcast disks : data management for asymmetric communications environments,"s achary , m franklin , s zdonik , r alonso","proceedings of the accm sigmod international conference on & hellip ; ,",
2706,static detection of security flaws in object-oriented databases,k tajima,"sigmod conference ,",1996.0
2730,mining generalized association rules . in : proceedings of the 21st vldb conference,"r srikant , r agrawal",,1995.0
2740,db2 design advisor : integrated automated physical database design,"j rao , s lightstone , g lohman , d zilio , a storm , c","proc . vldb ,",
2751,parallel algorithms for the execution of relational database operations,d bitt831 bittonâ ? ¦,"acm trans . database syst ,",
2754,a. crespo : extracting semistructured information from the web,"j hammer , h garcia-molina , j cho , r aranha","sigmod record ,",
2758,virtual worlds for visualizing information,s feiner,"ieee computer ,",1991.0
2762,database research at ipsi,"e neuhold , v turau","acm sigmod record ,",1992.0
2776,"olap , data warehousing , and materialized views : a survey",aa vaisman,,
2791,interactive support for non-programmers : the relational and network approaches,"ef codd , cj date","proceedings of the 1975 acm sigfidet ( now sigmod ) workshop & hellip ; ,",1975.0
2799,local verification of global constraints in distributed databases,"a gupta , j widom","proceedings of the acm sigmod conference on management of & hellip ; ,",
2805,hardware acceleration for spatial selections and joins,"c sun , d agrawal","sigmod conference ,",2003.0
2809,an adaptive visual environment for digital libraries,"mf costabile , f esposito , g semeraro , n fanizzi","international journal on digital libraries ,",1999.0
2819,ne xs ort : sorting xml in external memory,"a silberstein , j yang","data engineering , 2004 . proceedings . 20th international",
2830,query execution techniques forcaching expensive methods,"jm hellerstein , j naughton",proc . of the acm sigmod intl. conferenceon managementof,
2832,knowledge-based query processing,"m hammer , sb zdonik","vldb ,",
2834,data access ( tutorial session ),"ja blakeley , a deshpande","acm sigmod record ,",2000.0
2835,"andb . eftring , deeds : towards a distributed and active real-time database systems","sf andler , j hansson , j eriksson , j mellin , m","acm sigmod record ,",
2838,de-vise : integrated querying and visualization of large datasets,"m livny , r ramakrishnan , ks beyer , g chen , d",proc acm sigmod intl conf on management of,
2845,query processing in sensor networks,"j gehrke , s madden",,
2849,indexing techniques for object-oriented databases,"w kim , kc kim , a dale","acm press frontier series ,",1989.0
2863,data grid services for biodiversity informatics,"lkw leong , p coddington , a wendelborn",international journal of information,
2868,report on the 24th european colloquium on information retrieval research ( ecir 2002 ),"f crestani , m girolami , k van rijsbergen",,
2870,"olap , relational , and multidimensional database system",g coliat,,1996.0
2871,a method for change computation in deductive databases,t urpi,"vldb ,",1992.0
2875,reasoning on regular path queries,d calvanese,"sigmod record ,",2003.0
2883,improving efficiency of peer-to-peer search,"b yang , h garcia-molina","proc . of the 28th intl. conf . on distributed computing & hellip ; ,",
2887,the tv-tree : an index structure forhigh-dimensional data,"ki lin , h jagadish , c faloutsos","the vldb journal ,",
2891,exploratory mining via constrained frequent set queries,"r ng , lvs lakshmanan , j han , t mah","sigmod conference ,",1999.0
2892,repositories and object oriented databases,pa bernstein,"sigmod record ,",1998.0
2895,learning probabilistic relational models,l getoorâ ? ¦,"lecture notes in computer science ,",2000.0
2906,a direct manipulation user interface for querying geographic databases,"jl de oliveira , cb medeiros",,
2910,"consistency , concurrency , and crash recovery","ye lien , pj weinberger",proceedings of the 1978 acm sigmod international conference,
2912,fast time sequence indexing for arbitrary $ \ \ big . l_p \ \ bigr . $ norms,"bk yi , c faloutsos","proc . 26st vldb conf ,",
2914,the implementation and performance of compressed databases .,acms anthology,"sigmod record ,",2000.0
2932,exclusion for composite objects,"j noble , d holmes , j potter",,
2934,an experimental system for distributed classroom education,p oerbaek,"computer networks ,",2000.0
2938,b-tree page size when caching is considered .,acms anthology,"sigmod record ,",1998.0
2954,a multidatabase transaction model for interbase,"ak elmagarmid , y leu , w litwin","vldb ,",1990.0
2961,guest editorial,"jr gruser , l raschid , v zadorozhny","the vldb journal ,",2000.0
2968,join synopses for approximate query answering,"s acharya , pb gibbons",,
2977,analysis and validation of continuous queries over data streams,"q jiang , s chakravarthy",,
2988,an implementation technique for database query languages,"p buneman , re frankel , r nikhil","acm transactions on database systems ,",1982.0
3011,"panel : future directions of database research-the vldb broadening strategy , part 2",ml brodie,"proceedings of the international conference on very large & hellip ; ,",2000.0
3018,on semantic query optimization in deductive databases,"lvs lakshmanan , r missaoui",,
3022,privacy-preserving collaborative data mining,"z zhan , l chang",,
3034,wk im . multimedia information management in an object-oriented database system,d woelk,"proc . very large data bases ,",
3053,parallel mining of association rules,"r agrawal , jc shafer",,
3078,h. 1995 . generalizing gloss to vector-space databases and broker hierarchies,"l gravano , g ä ± a-molina",proceedings of the 21st international conference on very,
