species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order,flavor_text,name
s_b6b42b0d,5.0,,260,3.0,8.0,,4,255,50,0,15,0,4,0,0.0,0.0,,"This Pokémon is far brighter than the averagechild, and Lillipup won’t forget the love itreceives or any abuse it suffers.",Lillipup
s_e8b6235e,5.0,id-504,259,3.0,6.0,,4,255,70,0,20,0,2,0,0.0,0.0,,"When they see an enemy, their tailsstand high, and they spit the seeds ofberries stored in their cheek pouches.",Watchog
s_179e7cd4,5.0,,259,3.0,8.0,,4,255,70,0,15,0,2,0,0.0,0.0,,"Using food stored in cheek pouches,they can keep watch for days. They usetheir tails to communicate with others.",Patrat
s_fdff347c,2.0,,82,3.0,8.0,3.0,4,255,70,0,15,0,2,0,0.0,0.0,,"A very cautiousPOKéMON, it raisesitself up usingits tail to get abetter view of itssurroundings.",Sentret
s_ed19bc12,5.0,id-624,317,8.0,12.0,,4,45,35,0,20,0,2,0,0.0,0.0,159.0,"It’s accompanied by a large retinue of Pawniard.Bisharp keeps a keen eye on its minions, ensuringnone of them even think of double-crossing it.",Bisharp
s_ed19bc12,5.0,id-624,317,8.0,12.0,,4,45,35,0,20,0,2,0,0.0,0.0,159.0,Violent conflicts erupt between Bisharp andFraxure over places where sharpening stonescan be found.,Bisharp
s_e6c9cc35,7.0,id-755,389,7.0,12.0,,4,75,50,0,20,0,2,0,0.0,0.0,,"Its flickering spores lure in prey and put them tosleep. Once this Pokémon has its prey snoozing,it drains their vitality with its fingertips.",Shiinotic
s_e6c9cc35,7.0,id-755,389,7.0,12.0,,4,75,50,0,20,0,2,0,0.0,0.0,,"If you see a light deep in a forest at night,don’t go near. Shiinotic will make you fallfast asleep.",Shiinotic
s_d447d3fe,7.0,id-803,424,7.0,9.0,,-1,45,0,0,120,0,1,0,0.0,0.0,,It stores hundreds of liters of poisonous liquidinside its body. It is one of the organisms knownas UBs.,Naganadel
s_b3494dcf,2.0,id-159,81,2.0,6.0,9.0,1,45,70,0,20,0,4,0,0.0,0.0,,"When it bites withits massive andpowerful jaws, itshakes its headand savagely tearsits victim up.",Feraligatr
s_3d027cec,5.0,,316,5.0,12.0,,-1,190,50,0,25,0,2,0,0.0,0.0,,"They were sculpted from clay in ancient times.No one knows why, but some of them are drivento continually line up boulders.",Golett
s_3d027cec,5.0,,316,5.0,12.0,,-1,190,50,0,25,0,2,0,0.0,0.0,,"This Pokémon was created from clay. It receivedorders from its master many thousands of yearsago, and it still follows those orders to this day.",Golett
s_a5255bf4,5.0,id-622,316,5.0,12.0,,-1,90,50,0,25,0,2,0,0.0,0.0,,Artillery platforms built into the walls of ancientcastles served as perches from which Golurkcould fire energy beams.,Golurk
s_a5255bf4,5.0,id-622,316,5.0,12.0,,-1,90,50,0,25,0,2,0,0.0,0.0,,"There’s a theory that inside Golurk is a perpetualmotion machine that produces limitless energy,but this belief hasn’t been proven.",Golurk
s_c1cb6219,4.0,,249,10.0,2.0,,8,3,100,0,120,0,1,0,1.0,0.0,,Shiny particles are released fromits wings like a veil. It is saidto represent the crescent moon.,Cresselia
s_b799519a,4.0,,250,2.0,4.0,,-1,30,70,0,40,0,1,0,0.0,1.0,,A Pokémon that lives in warm seas.It inflates the flotation sac on itshead to drift and search for food.,Phione
s_64b0c677,5.0,id-619,314,7.0,6.0,,4,45,50,0,25,0,4,0,0.0,0.0,,"When Mienshao comes across a truly challengingopponent, it will lighten itself by biting off thefur on its arms.",Mienshao
s_64b0c677,5.0,id-619,314,7.0,6.0,,4,45,50,0,25,0,4,0,0.0,0.0,,"Delivered at blinding speeds, kicks from thisPokémon can shatter massive boulders intotiny pieces.",Mienshao
s_52cb080f,4.0,,243,2.0,6.0,,-1,3,140,0,80,0,1,0,1.0,0.0,,Known as “The Being of Willpower.”It sleeps at the bottom of a laketo keep the world in balance.,Azelf
s_343ce3d0,4.0,,244,9.0,8.0,,-1,3,0,0,120,0,1,0,1.0,0.0,195.0,It has the power to control time.It appears in Sinnoh-region mythsas an ancient deity.,Dialga
s_cecba73d,4.0,,241,10.0,6.0,,-1,3,140,0,80,0,1,0,1.0,0.0,,Known as “The Being of Knowledge.”It is said that it can wipe out thememory of those who see its eyes.,Uxie
s_a4679abd,4.0,,242,6.0,6.0,,-1,3,140,0,80,0,1,0,1.0,0.0,,"Known as “The Being of Emotion.”It taught humans the nobility ofsorrow, pain, and joy.",Mesprit
s_460b9b35,4.0,,247,9.0,12.0,,-1,3,0,0,120,0,1,0,1.0,0.0,,"All over the world, there are legends that tellof Regigigas creating other Pokémon in itsown image.",Regigigas
s_460b9b35,4.0,,247,9.0,12.0,,-1,3,0,0,120,0,1,0,1.0,0.0,,It’s said that Regigigas created other Pokémonfrom many different materials before it movedthe continents to where they are today.,Regigigas
s_db204434,4.0,,248,1.0,10.0,,-1,3,0,0,120,0,1,1,1.0,0.0,,A Pokémon that is said to live in aworld on the reverse side of ours.It appears in an ancient cemetery.,Giratina
s_71eba3c9,4.0,,245,7.0,6.0,,-1,3,0,0,120,0,1,0,1.0,0.0,,It has the ability to distortspace. It is described as a deityin Sinnoh-region mythology.,Palkia
s_da2a500c,4.0,,246,3.0,8.0,,4,3,100,0,10,0,1,0,1.0,0.0,,It dwells in volcanic caves. Itdigs in with its cross-shaped feetto crawl on ceilings and walls.,Heatran
s_0d427535,5.0,id-551,281,3.0,8.0,,4,90,50,0,20,0,4,0,0.0,0.0,67.0,Krokorok has specialized eyes that enable it tosee in the dark. This ability lets Krokorok hunt inthe dead of night without getting lost.,Krokorok
s_0d427535,5.0,id-551,281,3.0,8.0,,4,90,50,0,20,0,4,0,0.0,0.0,67.0,"Although this Pokémon has specialized eyes thatallow it to see in the dark, Krokorok won’t movemuch at night—the desert gets cold after sunset.",Krokorok
s_68ab8ffd,4.0,id-356,182,1.0,4.0,,4,45,35,0,25,0,3,0,0.0,0.0,71.0,"At the bidding of transmissions from the spiritworld, it steals people and Pokémon away.No one knows whether it has a will of its own.",Dusknoir
s_68ab8ffd,4.0,id-356,182,1.0,4.0,,4,45,35,0,25,0,3,0,0.0,0.0,71.0,"With the mouth on its belly, Dusknoir swallows itstarget whole. The soul is the only thing eaten—Dusknoir disgorges the body before departing.",Dusknoir
s_d064b873,4.0,id-299,147,4.0,11.0,,4,60,70,0,20,0,2,0,0.0,0.0,,It exudes strong magnetism fromall over. It controls three smallunits called Mini-Noses.,Probopass
s_f9319503,4.0,id-281,140,9.0,12.0,,0,45,35,0,20,0,1,1,0.0,0.0,12.0,"True to its honorable-warrior image, it usesthe blades on its elbows only in defense ofsomething or someone.",Gallade
s_f9319503,4.0,id-281,140,9.0,12.0,,0,45,35,0,20,0,1,1,0.0,0.0,12.0,"Sharply attuned to others’ wishes for help, thisPokémon seeks out those in need and aids themin battle.",Gallade
s_b049c369,4.0,id-233,68,8.0,4.0,,-1,30,50,0,20,0,2,0,0.0,0.0,,"Porygon-Z had a program installed to allow it tomove between dimensions, but the program alsocaused instability in Porygon-Z’s behavior.",Porygon-Z
s_b049c369,4.0,id-233,68,8.0,4.0,,-1,30,50,0,20,0,2,0,0.0,0.0,,"Some say an additional program made thisPokémon evolve, but even academics can’t agreeon whether Porygon-Z is really an evolution.",Porygon-Z
s_dbf86e8e,3.0,,194,2.0,12.0,1.0,-1,3,35,0,80,0,1,0,1.0,0.0,,"With cold air that can reach temperatures as lowas −328 degrees Fahrenheit, Regice instantlyfreezes any creature that approaches it.",Regice
s_dbf86e8e,3.0,,194,2.0,12.0,1.0,-1,3,35,0,80,0,1,0,1.0,0.0,,This Pokémon’s body is made of solid ice. It’ssaid that Regice was born beneath thick ice inthe ice age.,Regice
s_6cf5602e,3.0,,195,4.0,12.0,1.0,-1,3,35,0,80,0,1,0,1.0,0.0,193.0,Registeel’s body is made of a strange materialthat is flexible enough to stretch and shrink butalso more durable than any metal.,Registeel
s_6cf5602e,3.0,,195,4.0,12.0,1.0,-1,3,35,0,80,0,1,0,1.0,0.0,193.0,"It’s rumored that this Pokémon was born deepunderground in the planet’s mantle and that itemerged onto the surface 10,000 years ago.",Registeel
s_7dc1543b,4.0,id-133,67,2.0,8.0,,1,45,35,0,35,0,2,0,0.0,0.0,8.0,Any who become captivated by the beauty ofthe snowfall that Glaceon creates will be frozenbefore they know it.,Glaceon
s_7dc1543b,4.0,id-133,67,2.0,8.0,,1,45,35,0,35,0,2,0,0.0,0.0,8.0,"The coldness emanating from Glaceon causespowdery snow to form, making it quite a popularPokémon at ski resorts.",Glaceon
s_4efde166,4.0,id-133,67,5.0,8.0,,1,45,35,0,35,0,2,0,0.0,0.0,7.0,Galarians favor the distinctive aroma that driftsfrom this Pokémon’s leaves. There’s a popularperfume made using that scent.,Leafeon
s_4efde166,4.0,id-133,67,5.0,8.0,,1,45,35,0,35,0,2,0,0.0,0.0,7.0,"This Pokémon’s tail is blade sharp, with afantastic cutting edge that can slice rightthough large trees.",Leafeon
s_1d3c6bbc,3.0,,192,2.0,5.0,6.0,-1,3,35,0,40,0,1,0,0.0,0.0,82.0,"From its rear, Beldum emits a magnetic force thatrapidly pulls opponents in. They get skewered onBeldum’s sharp claws.",Beldum
s_1d3c6bbc,3.0,,192,2.0,5.0,6.0,-1,3,35,0,40,0,1,0,0.0,0.0,82.0,"The cells in this Pokémon’s body are composedof magnetic material. Instead of blood, magneticforces flow through Beldum’s body.",Beldum
s_accfd6ab,3.0,id-374,192,2.0,4.0,6.0,-1,3,35,0,40,0,1,0,0.0,0.0,83.0,"Two Beldum have become stuck together viatheir own magnetic forces. With two brains, theresulting Metang has doubled psychic powers.",Metang
s_accfd6ab,3.0,id-374,192,2.0,4.0,6.0,-1,3,35,0,40,0,1,0,0.0,0.0,83.0,"Using magnetic forces to stay aloft, this Pokémonflies at high speeds, weaving through harshmountain terrain in pursuit of prey.",Metang
s_1919736b,3.0,id-375,192,2.0,11.0,6.0,-1,3,35,0,40,0,1,1,0.0,0.0,84.0,"Because the magnetic powers of these Pokémonget stronger in freezing temperatures, Metagrossliving on snowy mountains are full of energy.",Metagross
s_1919736b,3.0,id-375,192,2.0,11.0,6.0,-1,3,35,0,40,0,1,1,0.0,0.0,84.0,Metagross is the result of the fusion of twoMetang. This Pokémon defeats its opponentsthrough use of its supercomputer-level brain.,Metagross
s_b7e8ab5e,3.0,,193,3.0,12.0,1.0,-1,3,35,0,80,0,1,0,1.0,0.0,,"Every bit of Regirock’s body is made of stone.As parts of its body erode, this Pokémon sticksrocks to itself to repair what’s been lost.",Regirock
s_b7e8ab5e,3.0,,193,3.0,12.0,1.0,-1,3,35,0,80,0,1,0,1.0,0.0,,"Cutting-edge technology was used to studythe internals of this Pokémon’s rock body, butnothing was found—not even a brain or a heart.",Regirock
s_8c3d4abc,3.0,,190,6.0,3.0,7.0,6,225,70,0,20,0,3,0,0.0,0.0,,LUVDISC live in shallow seas in thetropics. This heart-shaped POKéMONearned its name by swimming afterloving couples it spotted in theocean’s waves.,Luvdisc
s_9084765c,3.0,,191,2.0,12.0,6.0,4,45,35,0,40,0,1,0,0.0,0.0,,"Bagon jumps off cliffs every day, trying togrow stronger so that someday it will be ableto fly.",Bagon
s_9084765c,3.0,,191,2.0,12.0,6.0,4,45,35,0,40,0,1,0,0.0,0.0,,Bagon is a solitary Pokémon that doesn’t formgroups with others of its kind. It also has a headhard enough to cleave a boulder in one strike.,Bagon
s_f825197a,3.0,id-371,191,9.0,8.0,6.0,4,45,35,0,40,0,1,0,0.0,0.0,,This Pokémon has covered its body in a hardshell that has the same composition as bone.Shelgon stores energy for evolution.,Shelgon
s_f825197a,3.0,id-371,191,9.0,8.0,6.0,4,45,35,0,40,0,1,0,0.0,0.0,,"Shelgon ignores its hunger entirely, never eatingany food. Apparently, Shelgon will evolve onceall its energy stores are used up.",Shelgon
s_8d7e8d46,3.0,id-372,191,2.0,8.0,6.0,4,45,35,0,40,0,1,1,0.0,0.0,,Salamence is an unusual Pokémon in that itwas able to evolve a body with wings just byconstantly wishing to be able to fly.,Salamence
s_8d7e8d46,3.0,id-372,191,2.0,8.0,6.0,4,45,35,0,40,0,1,1,0.0,0.0,,"While basking in the joy of flight generally keepsthis Pokémon in high spirits, Salamence turns intoan uncontrollable menace if something angers it.",Salamence
s_c4cadae1,5.0,id-577,294,5.0,1.0,,4,100,50,0,20,0,4,0,0.0,0.0,,Its psychic power can supposedly cover a rangeof more than half a mile—but only if its twobrains can agree with each other.,Duosion
s_c4cadae1,5.0,id-577,294,5.0,1.0,,4,100,50,0,20,0,4,0,0.0,0.0,,"Its brain has split into two, and the twohalves rarely think alike. Its actions areutterly unpredictable.",Duosion
s_377eb830,5.0,id-578,294,5.0,4.0,,4,50,50,0,20,0,4,0,0.0,0.0,,"While it could use its psychic abilities in battle,this Pokémon prefers to swing its powerful armsaround to beat opponents into submission.",Reuniclus
s_377eb830,5.0,id-578,294,5.0,4.0,,4,50,50,0,20,0,4,0,0.0,0.0,,"It’s said that drinking the liquid surroundingReuniclus grants wisdom. Problem is, the liquid ishighly toxic to anything besides Reuniclus itself.",Reuniclus
s_16188f17,5.0,id-575,293,7.0,12.0,,6,50,50,0,20,0,4,0,0.0,0.0,65.0,"It has tremendous psychic power, but it dislikesconflict. It’s also able to predict the future basedon the movement of the stars.",Gothitelle
s_16188f17,5.0,id-575,293,7.0,12.0,,6,50,50,0,20,0,4,0,0.0,0.0,65.0,A criminal who was shown his fate by a Gothitellewent missing that same day and was neverseen again.,Gothitelle
s_ec07adfe,5.0,,294,5.0,1.0,,4,200,50,0,20,0,4,0,0.0,0.0,,"It communicates with others telepathically.Its body is encapsulated in liquid, but if it takesa heavy blow, the liquid will leak out.",Solosis
s_ec07adfe,5.0,,294,5.0,1.0,,4,200,50,0,20,0,4,0,0.0,0.0,,Many say that the special liquid covering thisPokémon’s body would allow it to survive inthe vacuum of space.,Solosis
s_0cf60680,5.0,,293,7.0,12.0,,6,200,50,0,20,0,4,0,0.0,0.0,63.0,"Though they’re still only babies, there’s psychicpower stored in their ribbonlike feelers, andsometimes they use that power to fight.",Gothita
s_0cf60680,5.0,,293,7.0,12.0,,6,200,50,0,20,0,4,0,0.0,0.0,63.0,"Even when nobody seems to be around, Gothitacan still be heard making a muted cry. Many believeit’s speaking to something only it can see.",Gothita
s_bc9a8289,5.0,id-574,293,7.0,12.0,,6,100,50,0,20,0,4,0,0.0,0.0,64.0,"It’s said that when stars shine in the night sky,this Pokémon will spirit away sleeping children.Some call it the Witch of Punishment.",Gothorita
s_bc9a8289,5.0,id-574,293,7.0,12.0,,6,100,50,0,20,0,4,0,0.0,0.0,64.0,"On nights when the stars shine, this Pokémon’spsychic power is at its strongest. It’s unknown justwhat link Gothorita has to the greater universe.",Gothorita
s_98c3ac7a,5.0,,292,4.0,8.0,,6,255,50,0,15,0,3,0,0.0,0.0,96.0,The way it brushes away grime with its tailcan be helpful when cleaning. But its focus onspotlessness can make cleaning more of a hassle.,Minccino
s_98c3ac7a,5.0,,292,4.0,8.0,,6,255,50,0,15,0,3,0,0.0,0.0,96.0,"They pet each other with their tails as a form ofgreeting. Of the two, the one whose tail is fluffieris a bit more boastful.",Minccino
s_38b9d127,5.0,id-572,292,4.0,8.0,,6,60,50,0,15,0,3,0,0.0,0.0,97.0,Its body secretes oil that this Pokémon spreadsover its nest as a coating to protect it from dust.Cinccino won’t tolerate even a speck of the stuff.,Cinccino
s_38b9d127,5.0,id-572,292,4.0,8.0,,6,60,50,0,15,0,3,0,0.0,0.0,97.0,A special oil that seeps through their fur helpsthem avoid attacks. The oil fetches a high priceat market.,Cinccino
s_cadfca47,5.0,,291,4.0,8.0,,1,75,50,0,25,0,4,0,0.0,0.0,154.0,Zorua is a timid Pokémon. This disposition seemsto be what led to the development of Zorua’sability to take on the forms of other creatures.,Zorua
s_cadfca47,5.0,,291,4.0,8.0,,1,75,50,0,25,0,4,0,0.0,0.0,154.0,"Zorua sometimes transforms into a person andgoes into cities to search for food. When Zoruadoes this, it usually takes on the form of a child.",Zorua
s_0844e668,5.0,id-570,291,4.0,6.0,,1,45,50,0,20,0,4,0,0.0,0.0,155.0,"This Pokémon cares deeply about others of itskind, and it will conjure terrifying illusions tokeep its den and pack safe.",Zoroark
s_0844e668,5.0,id-570,291,4.0,6.0,,1,45,50,0,20,0,4,0,0.0,0.0,155.0,"Seeking to ease the burden of their solitude,lonely Trainers tell Zoroark to show illusionsto them.",Zoroark
s_50894291,4.0,,206,3.0,9.0,,4,255,70,0,15,1,4,0,0.0,0.0,26.0,"They flock in great numbers.Though small, they flap theirwings with great power.",Starly
s_b3892b9d,4.0,id-396,206,3.0,9.0,,4,120,70,0,15,1,4,0,0.0,0.0,27.0,It flies around forests and fieldsin search of bug Pokémon.It stays within a huge flock.,Staravia
s_dba70011,4.0,id-393,205,2.0,6.0,,1,45,70,0,20,0,4,0,0.0,0.0,134.0,"It lives alone, away from others.Apparently, every one of thembelieves it is the most important.",Prinplup
s_208243ad,4.0,id-394,205,2.0,6.0,,1,45,70,0,20,0,4,0,0.0,0.0,135.0,The three horns that extend fromits beak attest to its power. Theleader has the biggest horns.,Empoleon
s_4bda13b2,4.0,id-391,204,3.0,6.0,,1,45,70,0,20,0,4,0,0.0,0.0,117.0,It uses a special kind of martialarts involving all its limbs.Its fire never goes out.,Infernape
s_5ac54e89,4.0,,205,2.0,12.0,,1,45,70,0,20,0,4,0,0.0,0.0,133.0,"Because it is very proud, it hatesaccepting food from people. Itsthick down guards it from cold.",Piplup
s_d5087b6e,3.0,id-258,132,2.0,6.0,9.0,1,45,50,0,20,0,4,0,0.0,0.0,,"The surface of MARSHTOMP’s body isenveloped by a thin, sticky film thatenables it to live on land.This POKéMON plays in mud on beacheswhen the ocean tide is low.",Marshtomp
s_724fac61,3.0,,132,2.0,8.0,9.0,1,45,50,0,20,0,4,0,0.0,0.0,,"The fin on MUDKIP’s head acts as highlysensitive radar. Using this fin to sensemovements of water and air, thisPOKéMON can determine what is takingplace around it without using its eyes.",Mudkip
s_2c10c740,3.0,id-256,131,8.0,6.0,3.0,1,45,50,0,20,1,4,1,0.0,0.0,,"In battle, BLAZIKEN blows out intenseflames from its wrists and attacks foescourageously.The stronger the foe, the moreintensely this POKéMON’s wrists burn.",Blaziken
s_dc794d8a,3.0,id-255,131,8.0,6.0,3.0,1,45,50,0,20,1,4,0,0.0,0.0,,"COMBUSKEN toughens up its legs andthighs by running through fields andmountains.This POKéMON’s legs possess both speedand power, enabling it to dole out tenkicks in one second.",Combusken
s_d2a1721e,3.0,,131,8.0,7.0,3.0,1,45,50,0,20,1,4,0,0.0,0.0,,"TORCHIC sticks with its TRAINER,following behind with unsteadysteps.This POKéMON breathes fire of over1,800 degrees F, including fireballsthat leave the foe scorched black.",Torchic
s_bf3075db,3.0,id-253,130,5.0,6.0,2.0,1,45,50,0,20,0,4,1,0.0,0.0,132.0,The leaves growing on SCEPTILE’s bodyare very sharp edged. This POKéMON isvery agile - it leaps all over thebranches of trees and jumps on its foefrom above or behind.,Sceptile
s_63932626,3.0,id-252,130,5.0,6.0,2.0,1,45,50,0,20,0,4,0,0.0,0.0,131.0,The leaves growing out of GROVYLE’sbody are convenient for camouflagingit from enemies in the forest.This POKéMON is a master at climbingtrees in jungles.,Grovyle
s_7490a035,3.0,,130,5.0,6.0,2.0,1,45,50,0,20,0,4,0,0.0,0.0,130.0,TREECKO has small hooks on the bottomof its feet that enable it to scalevertical walls.This POKéMON attacks by slamming foeswith its thick tail.,Treecko
s_76df0019,2.0,,129,5.0,12.0,2.0,-1,45,100,0,120,0,4,0,0.0,1.0,,This Pokémon has the ability to move throughtime. Records describing it as a forest deity canbe found from many different eras.,Celebi
s_76df0019,2.0,,129,5.0,12.0,2.0,-1,45,100,0,120,0,4,0,0.0,1.0,,"This Pokémon traveled through time to comefrom the future. It bolsters grass and trees withits own strength, and it can heal wounds, too.",Celebi
s_5ee5b275,2.0,,128,8.0,9.0,5.0,-1,3,0,0,120,0,1,0,1.0,0.0,,Legends claim thisPOKéMON flies theworld's skies con­tinuously on itsmagnificent seven-colored wings.,Ho-Oh
