move,generation,type,power,pp,accuracy,priority,target,damage_class,effect,effect_chance,contest_type,contest_effect,super_contest_effect,flavor_text,name
m_42350efe,6.0,id-18,50.0,10.0,100.0,0.0,10,3,349,,,,,The user steals the target’s HP with a kiss. Theuser’s HP is restored by over half of the damagetaken by the target.,Draining Kiss
m_bbae20a4,6.0,id-18,40.0,15.0,,0.0,11,3,381,,,,,"Letting out a charming cry, the user does emotionaldamage to opposing Pokémon. This attacknever misses.",Disarming Voice
m_8ad10f09,6.0,id-17,,20.0,100.0,0.0,10,1,347,100.0,,,,"With a parting threat, the user lowers the target’sAttack and Sp. Atk stats. Then it switches with aparty Pokémon.",Parting Shot
m_fab69a15,6.0,id-12,90.0,15.0,100.0,0.0,9,2,379,,,,,The user stirs up a violent petal blizzard and attackseverything around it.,Petal Blizzard
m_b8c63c71,6.0,id-15,70.0,20.0,100.0,0.0,10,3,380,10.0,,,,The user rapidly cools the target. This may alsoleave the target frozen. This move is super effectiveon Water types.,Freeze-Dry
m_cac290c0,6.0,id-13,65.0,20.0,100.0,0.0,9,3,346,,,,,The user attacks everything around it. The user’s HPis restored by half the damage taken by those hit.,Parabolic Charge
m_d2268abe,6.0,id-12,,20.0,100.0,0.0,10,1,376,,,,,The user puts a forest curse on the target.The target is now Grass type as well.,Forest’s Curse
m_80e4d44a,4.0,id-2,80.0,20.0,,0.0,10,3,18,,2.0,,17.0,The user lets loose a blast of aura power from deepwithin its body at the target. This attacknever misses.,Aura Sphere
m_9431fb49,4.0,id-6,,20.0,,0.0,7,1,53,,5.0,,1.0,The user polishes its body to reduce drag.This sharply raises the Speed stat.,Rock Polish
m_4660f30b,4.0,id-10,120.0,15.0,100.0,0.0,10,2,254,10.0,4.0,,22.0,The user cloaks itself in fire and charges the target.This also damages the user quite a lot. This attackmay leave the target with a burn.,Flare Blitz
m_69319c13,4.0,id-2,60.0,10.0,100.0,0.0,10,2,7,30.0,1.0,,18.0,The target is attacked with a shock wave. This mayalso leave the target with paralysis.,Force Palm
m_3610f013,4.0,id-11,,20.0,,0.0,7,1,252,,2.0,,8.0,The user envelops itself in a veil made of water.It regains some HP every turn.,Aqua Ring
m_2e3f8219,4.0,id-13,,10.0,,0.0,7,1,253,,3.0,,13.0,The user levitates using electrically generatedmagnetism for five turns.,Magnet Rise
m_2d0c3ad2,3.0,id-17,,15.0,100.0,0.0,10,1,166,,5.0,18.0,16.0,"The user torments and enrages the target, making itincapable of using the same move twice in a row.",Torment
m_c7f38c7f,3.0,id-15,,10.0,,0.0,12,1,165,,2.0,5.0,13.0,The user summons a hailstorm lasting five turns.It damages all Pokémon except Ice types.,Hail
m_8a9ad6a2,3.0,id-10,95.0,10.0,90.0,0.0,11,3,5,10.0,2.0,1.0,17.0,The user attacks by exhaling hot breath on opposingPokémon. This may also leave those Pokémon witha burn.,Heat Wave
m_561db159,3.0,id-1,,10.0,,0.0,7,1,163,,5.0,32.0,8.0,The power stored using the move Stockpile isabsorbed by the user to heal its HP. Storing morepower heals more HP.,Swallow
m_466cabf0,3.0,id-1,,10.0,100.0,0.0,10,3,162,,5.0,1.0,18.0,"The power stored using the move Stockpile isreleased at once in an attack. The more poweris stored, the greater the move’s power.",Spit Up
m_1a4e46c6,3.0,id-1,,20.0,,0.0,7,1,161,,5.0,16.0,11.0,The user charges up power and raises both itsDefense and Sp. Def stats. The move can be usedthree times.,Stockpile
m_19efda50,3.0,id-1,90.0,10.0,100.0,0.0,8,3,160,,3.0,21.0,10.0,"The user attacks in an uproar for three turns.During that time, no Pokémon can fall asleep.",Uproar
m_315fcf54,3.0,id-1,40.0,10.0,100.0,3.0,10,2,159,100.0,3.0,23.0,17.0,This attack hits first and makes the target flinch.It only works the first turn each time the userenters battle.,Fake Out
m_3d1d8612,2.0,id-17,,10.0,100.0,0.0,10,2,155,,4.0,14.0,7.0,"The user gets all party Pokémon to attack the target.The more party Pokémon, the greater the numberof attacks.",Beat Up
m_858efb1e,2.0,id-11,35.0,15.0,85.0,0.0,10,3,262,100.0,2.0,24.0,21.0,The user traps the target in a violent swirlingwhirlpool for four to five turns.,Whirlpool
m_afc4fd54,6.0,id-12,,,,4.0,7,1,362,,,,,In addition to protecting the user from attacks thismove also damages any attacker that makesdirect contact.,Spiky Shield
m_d412d91e,3.0,id-17,,10.0,,4.0,7,1,196,,4.0,14.0,12.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Snatch
m_3aa9452a,6.0,id-11,110.0,10.0,85.0,0.0,11,3,1,,,,,The user attacks opposing Pokémon with countlessbeams of light that glow a deep and brilliant blue.,Origin Pulse
m_7cd3c82e,7.0,id-1,,20.0,,,10,1,412,100.0,,,,The user gets teary eyed to make the target loseits combative spirit. This lowers the targetsAttack and Sp. Atk stats.,Tearful Look
m_773e5575,6.0,id-1,,20.0,,0.0,10,1,412,100.0,,,,The user gets teary eyed to make the target loseits combative spirit. This lowers the targetsAttack and Sp. Atk stats.,Tearful Look
m_bcfb8b23,1.0,id-1,10.0,35.0,100.0,0.0,10,2,71,10.0,5.0,9.0,21.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Constrict
m_c1608653,7.0,id-16,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Devastating Drake
m_53121212,7.0,id-16,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Devastating Drake
m_9a19687a,7.0,id-15,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Subzero Slammer
m_c871c9d9,7.0,id-15,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Subzero Slammer
m_edad6300,7.0,id-18,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Twinkle Tackle
m_168fbbbc,7.0,id-18,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Twinkle Tackle
m_2780e3d8,7.0,id-17,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Black Hole Eclipse
m_e69225e2,2.0,id-6,30.0,20.0,90.0,0.0,10,2,118,,5.0,24.0,7.0,The user continually rolls into the target over fiveturns. It becomes more powerful each time it hits.,Rollout
m_4d56e6d1,7.0,id-5,,10.0,,0.0,7,1,382,,,,,The user regains up to half of its max HP. It restoresmore HP in a sandstorm.,Shore Up
m_d391b64f,7.0,id-13,210.0,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Catastropika
m_a8f78557,7.0,id-16,185.0,1.0,,0.0,11,3,419,100.0,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Clangorous Soulblaze
m_83d2cbd7,8.0,id-13,85.0,10.0,100.0,0.0,10,2,431,,,,,"The user stabs the target with its electrified beak.If the user attacks before the target, the power of thismove is doubled.",Bolt Beak
m_d6e34301,7.0,id-4,,10.0,,4.0,7,1,384,,,,,In addition to protecting the user from attacks thismove also poisons any attacker that makesdirect contact.,Baneful Bunker
m_ca259bdd,5.0,id-4,,10.0,,4.0,7,1,384,,,,,In addition to protecting the user from attacks thismove also poisons any attacker that makesdirect contact.,Baneful Bunker
m_62830ebc,6.0,id-2,,10.0,,0.0,4,1,377,,,,,Using a pulled-up mat as a shield the user protectsitself and its allies from damaging moves. This doesnot stop status moves.,Mat Block
m_1c9138df,7.0,id-1,120.0,10.0,100.0,0.0,10,2,269,,,,,"Cloaking itself in high energy, the user slams into thetarget. The memory held determines the move’s type.",Multi-Attack
m_50afd2d0,7.0,id-13,195.0,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.","10,000,000 Volt Thunderbolt"
m_575a4b75,2.0,id-8,,15.0,100.0,0.0,10,1,108,,4.0,5.0,19.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Nightmare
m_165c8f0c,1.0,id-5,,5.0,30.0,0.0,10,2,39,,5.0,14.0,9.0,The user opens up a fissure in the ground and dropsthe target in. The target faints instantly if thisattack hits.,Fissure
m_166bcbd2,2.0,id-2,10.0,10.0,90.0,,10,2,105,,1.0,1.0,7.0,A consecutive three-kick attack that becomes morepowerful with each successful hit.,Triple Kick
m_05bb9e45,7.0,id-8,90.0,10.0,100.0,0.0,10,2,410,,,,,"The user hides in the target’s shadow, stealsthe target’s stat boosts, and then attacks.",Spectral Thief
m_9fe9348e,7.0,id-9,100.0,5.0,100.0,0.0,10,2,411,,,,,The user slams into the target with the force of ameteor. This move can be used on the targetregardless of its Abilities.,Sunsteel Strike
m_ba6d6d08,7.0,id-11,85.0,10.0,100.0,0.0,10,2,70,20.0,,,,The user slams into the target using a full-forceblast of water. This may also lower the target’sDefense stat.,Liquidation
m_4fb5a062,7.0,id-14,160.0,10.0,100.0,0.0,10,3,81,,,,,The user shoots powerful lasers using the power ofa prism. The user can’t move on the next turn.,Prismatic Laser
m_5ae34e1d,7.0,id-13,80.0,10.0,100.0,0.0,10,2,32,30.0,,,,"A strong electric blast crashes down on the target,giving it an electric shock. This may also make thetarget flinch.",Zing Zap
m_39faffaa,7.0,id-18,,10.0,90.0,0.0,10,3,41,,,,,The user hits the target with the force of nature.It halves the target’s HP.,Nature’s Madness
m_f0ee2b32,7.0,id-8,100.0,5.0,100.0,0.0,10,3,411,,,,,The user emits a sinister ray to attack the target.This move can be used on the target regardless ofits Abilities.,Moongeist Beam
m_81a647f6,7.0,id-1,,20.0,,0.0,10,1,412,100.0,,,,The user gets teary eyed to make the target loseits combative spirit. This lowers the target’sAttack and Sp. Atk stats.,Tearful Look
m_f3b40a68,5.0,id-4,40.0,20.0,100.0,0.0,10,3,297,100.0,,,,The user spits fluid that works to melt the target.This harshly lowers the targets Sp. Def stat.,Acid Spray
m_3a350cc6,6.0,id-5,120.0,10.0,85.0,0.0,11,2,1,,,,,The user attacks opposing Pokémon by manifestingthe power of the land in fearsome blades of stone.,Precipice Blades
m_a82fb3db,8.0,id-9,100.0,5.0,,0.0,10,2,436,,,,,The user becomes a gigantic sword and cuts the target.This move deals twice the damage if the targetis Dynamaxed.,Behemoth Blade
m_7e58133c,2.0,id-2,,15.0,100.0,0.0,10,2,100,,1.0,28.0,15.0,An all-out attack that becomes more powerful theless HP the user has.,Reversal
m_41077b65,2.0,id-1,,10.0,,4.0,7,1,117,,5.0,16.0,13.0,The user endures any attack with at least 1 HP.Its chance of failing rises if it is used in succession.,Endure
m_0152c942,1.0,id-1,,20.0,90.0,0.0,10,3,131,,1.0,12.0,5.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Sonic Boom
m_0e8529e0,1.0,id-1,,20.0,55.0,0.0,10,1,50,,4.0,21.0,19.0,The user generates odd sound waves from its bodythat confuse the target.,Supersonic
m_3090abaa,2.0,id-1,,30.0,,0.0,10,1,94,,2.0,12.0,23.0,The user changes its type to make itself resistant tothe type of the attack the target used last.,Conversion 2
m_6e2fe50f,7.0,id-13,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Gigavolt Havoc
m_0d25efb4,7.0,id-17,60.0,20.0,100.0,0.0,9,2,406,,,,,The user swings its body around violently to inflictdamage on everything in its vicinity.,Brutal Swing
m_f9959b5c,1.0,id-7,25.0,20.0,100.0,0.0,10,2,78,20.0,1.0,9.0,7.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Twineedle
m_07039041,1.0,id-4,15.0,35.0,100.0,0.0,10,2,3,30.0,4.0,9.0,19.0,The user stabs the target with a poisonous stinger.This may also poison the target.,Poison Sting
m_e2b3fd3f,1.0,id-1,,30.0,100.0,0.0,11,1,20,100.0,1.0,24.0,19.0,The user gives opposing Pokémon an intimidatingleer that lowers the Defense stat.,Leer
m_0a52af4e,1.0,id-7,25.0,20.0,95.0,0.0,10,2,30,,1.0,10.0,7.0,Sharp spikes are shot at the target in rapidsuccession. They hit two to five times in a row.,Pin Missile
m_fa636241,1.0,id-1,,40.0,100.0,0.0,11,1,19,,3.0,28.0,19.0,"The user growls in an endearing way, makingopposing Pokémon less wary. This lowers theirAttack stats.",Growl
m_29ad7469,1.0,id-17,60.0,25.0,100.0,0.0,10,2,32,30.0,5.0,5.0,5.0,The target is bitten with viciously sharp fangs.This may also make the target flinch.,Bite
m_750da4ef,1.0,id-1,,15.0,55.0,0.0,10,1,2,,3.0,18.0,19.0,A soothing lullaby is sung in a calming voice thatputs the target into a deep slumber.,Sing
m_bda50954,1.0,id-1,,20.0,,-6.0,10,1,29,,1.0,21.0,19.0,"The target is scared off, and a different Pokémon isdragged out. In the wild, this ends a battle against asingle Pokémon.",Roar
m_5b3bb10e,2.0,id-1,80.0,5.0,100.0,2.0,10,2,104,,1.0,30.0,1.0,The user charges the target at blinding speed.This move always goes first.,Extreme Speed
m_3fa468f1,2.0,id-1,80.0,5.0,100.0,2.0,10,2,104,,1.0,30.0,1.0,The user charges the target at blinding speed.This move always goes first.,Extreme Speed
m_18537489,7.0,id-13,60.0,20.0,,0.0,10,3,1,100.0,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Buzzy Buzz
m_288cdb27,1.0,id-1,,20.0,85.0,0.0,10,2,49,,5.0,3.0,5.0,A reckless full-body charge attack for slamming intothe target. This also damages the user a little.,Take Down
m_f58f0861,6.0,id-3,80.0,10.0,100.0,0.0,10,3,349,,,,,The user absorbs its target’s HP. The user’s HP isrestored by over half of the damage taken bythe target.,Oblivion Wing
m_6ccf5f93,8.0,id-18,90.0,10.0,95.0,,10,3,77,20.0,,,,The user attacks the target by emitting steam.This may also confuse the target.,Strange Steam
m_b703d6a4,5.0,id-7,,,,0.0,7,1,291,,,,,The user lightly performs a beautiful mystic dance.This boosts the users Sp. Atk Sp. Def andSpeed stats.,Quiver Dance
m_97e5204e,6.0,id-2,40.0,20.0,100.0,0.0,10,2,375,100.0,,,,Striking opponents over and over makes the user’sfists harder. Hitting a target raises the Attack stat.,Power-Up Punch
m_6214fc45,1.0,id-1,18.0,15.0,80.0,0.0,10,2,30,,5.0,10.0,7.0,The target is raked with sharp claws or scythesquickly two to five times in a row.,Fury Swipes
m_9c844c5d,1.0,id-5,50.0,10.0,90.0,0.0,10,2,45,,5.0,1.0,7.0,The user throws the bone it holds. The bone loopsaround to hit the target twice—coming and going.,Bonemerang
m_6f65bb7c,1.0,id-14,,10.0,,0.0,7,1,38,,3.0,16.0,8.0,The user goes to sleep for two turns. This fullyrestores the user’s HP and heals anystatus conditions.,Rest
m_017ec996,1.0,id-6,75.0,10.0,90.0,0.0,11,2,32,30.0,5.0,5.0,5.0,Large boulders are hurled at opposing Pokémon toinflict damage. This may also make the opposingPokémon flinch.,Rock Slide
m_8e4249ec,1.0,id-1,,40.0,,0.0,7,1,86,,3.0,28.0,16.0,The user just flops and splashes around to no effectat all...,Splash
m_3328cf23,1.0,id-4,,20.0,,0.0,7,1,52,,5.0,32.0,11.0,"The user alters its cellular structure to liquefy itself,sharply raising its Defense stat.",Acid Armor
m_453a26b1,1.0,id-11,100.0,10.0,90.0,0.0,10,2,44,,5.0,2.0,18.0,The target is hammered with a large pincer. Criticalhits land more easily.,Crabhammer
m_39b411f6,1.0,id-1,250.0,5.0,100.0,0.0,9,2,8,,2.0,7.0,9.0,The user attacks everything around it by causing atremendous explosion. The user faints upon usingthis move.,Explosion
m_25cec17d,5.0,id-9,50.0,15.0,85.0,0.0,10,2,45,,,,,The user attacks by throwing steel gears at itstarget twice.,Gear Grind
m_93f505d9,8.0,id-13,10.0,10.0,,0.0,2,2,1,,,,,This is an Electric-type attack Dynamax Pokémon use.The user turns the ground into Electric Terrain forfive turns.,Max Lightning
m_2e53e948,1.0,id-1,80.0,15.0,90.0,0.0,10,2,32,10.0,1.0,4.0,18.0,The user bites hard on the target with its sharpfront fangs. This may also make the target flinch.,Hyper Fang
m_24b48e1d,1.0,id-1,,30.0,,0.0,7,1,11,,3.0,32.0,11.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Sharpen
m_3d2dfc3b,7.0,id-4,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Acid Downpour
m_513e035c,7.0,id-4,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Acid Downpour
m_dc325c7a,8.0,id-12,70.0,20.0,100.0,0.0,10,2,1,,,,,"Gliding on the ground, the user attacks the target.This move always goes first on Grassy Terrain.",Grassy Glide
m_7f8f950b,4.0,id-17,,15.0,100.0,0.0,10,1,233,,3.0,,13.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Embargo
m_003fc7ac,4.0,id-14,,10.0,,0.0,10,1,245,,3.0,,16.0,The user employs its psychic power to switchchanges to its Defense and Sp. Def stats withthe target.,Guard Swap
m_94d129fa,8.0,id-11,85.0,10.0,100.0,0.0,10,2,431,,,,,The user rends the target with its hard gills.If the user attacks before the target the power of thismove is doubled.,Fishious Rend
m_3d02aa31,2.0,id-10,,5.0,,0.0,12,1,138,,2.0,11.0,13.0,The user intensifies the sun for five turns poweringup Fire-type moves. It lowers the power ofWater-type moves.,Sunny Day
m_c5bee320,3.0,id-10002,75.0,,100.0,,10,3,7,10.0,,,,,Shadow Bolt
m_71a3d541,6.0,id-2,40.0,20.0,100.0,,10,2,375,100.0,,,,Striking opponents over and over makes the usersfists harder. Hitting a target raises the Attack stat.,Power-Up Punch
m_cf0ce246,6.0,id-1,,15.0,,0.0,10,1,301,,,,,The user helps the target and makes it use its moveright after the user.,After You
m_af5e307d,8.0,id-1,,10.0,,0.0,7,1,424,100.0,,,,"The user eats its held Berry, then sharply raises itsDefense stat.",Stuff Cheeks
m_797d6b88,1.0,id-1,150.0,5.0,90.0,0.0,10,3,81,,1.0,6.0,22.0,The target is attacked with a powerful beam.The user cant move on the next turn.,Hyper Beam
