artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
a327,Marisela,Marisela,1966,4,24,,,,f,Person,Female,id-138,
a328,Annie MG Schmidt,Schmidt Annie MG,1911,5,20,1995,5,21,t,Person,Female,id-150,
a329,Bazar,Bazar,,,,,,,f,Person,,id-57,Danish rapper
a330,Al Jolson,Jolson Al,1886,5,26,1950,10,23,t,Person,Male,id-222,
a331,Sex Love  Money,Sex Love  Money,,,,,,,f,,,,
a332,Steve Jablonsky,Jablonsky Steve,1970,10,9,,,,f,Person,Male,id-222,American score composer
a333,Grooveminjster,Grooveminjster,,,,,,,f,Group,,id-81,
a334,Ssidi Tobias,Tobias Szicli,1967,5,28,,,,f,Person,Female,id-189,
a335,Marina Albero,Albero Marina,,,,,,,f,Person,,,
a336,Fondo Flamenco,Fondo Flamenco,,,,,,,f,Group,,id-194,
a337,Ee,Ee,1999,,,,,,f,Group,,,
a338,Alvih Lee,Lee Alyin,1944,12,19,2013,3,6,t,Person,Male,rec-221-dup-0,
a339,Alvin Lea,Lee Alvkn,1944,12,19,2013,3,6,t,Person,Male,rec-221-dup-0,
a340,Piiliip,Piiliip,,,,,,,f,,,,
a341,七瀬光,Nanase Hlkaru,,5,21,,,,f,Person,Female,id-107,
a342,Алла Пугачёва,Pvgacheva Alla,1949,4,15,,,,f,Person,Female,id-176,
a343,Sir Thomas Allen,Allen Thomas Sir,1944,9,10,,,,f,Person,Male,id-221,baritone
a344,Elvis Pr3sley,Preslev Elvis,1935,1,8,1977,8,16,t,Person,Male,id-222,The King of Rock and Roll
a345,Društvo mrtvih pesnikov,Društvo mrtvih pesnikov,1990,,,,,,f,Group,,id-190,
a346,Academv of St Martin in the Fields,Academy of Sd Martin in the Fields,1959,,,,,,f,Orchestra,,rec-221-dup-0,
a347,Stu Larsen,Larsen Stu,,,,,,,f,Person,Male,id-13,
a348,Michelle Wilson,Wilson Michelle,,,,,,,f,Person,,,
a349,Kreidler,Kreidler,1994,,,,,,f,Group,,id-81,German band
a350,Lu Watters Yerba Buena Jazz Barid,Watters Lu Yerba Buena Jas Band,,,,1950,,,t,Group,,id-222,
a351,User,User,,,,,,,f,Person,Male,id-221,UK techno producer Dean Cole
a352,The Spaniels,Spaniels The,1952,12,,1974,,,t,Group,,id-222,
a353,Gezo|een,Gesoleen,,,,,,,f,Group,,,
a354,Gezolin,Gezoledn,,,,,,,f,Group,,,
a355,Xenostcapes,Xenowcapes,,,,,,,f,Person,Male,,Minimal Techno Benny Mcgri9or
a356,Brigada Criminal  Stupenda Jones,Brigada Criminal  Stupenda Jones,,,,,,,f,Other,,,
a357,Duncan Pitt0ck,Pittock Duncqn,,,,,,,f,Person,Male,rec-221-dup-0,
a358,The Whigs,Whigs The,2002,,,,,,f,Group,,id-222,
a359,Die drei ,drei  Dle,1979,,,,,,f,Other,Not applicable,id-81,fictitious a5tist
a360,Concentus Musicus W'len,Consentus Musicus Wien,1953,,,,,,f,Orchestra,,id-14,
a361,Concentuz Musicus Wien,Concentus Musicu5 Wien,1953,,,,,,f,Orchestra,,id-14,
a362,Tommy MfCook,McCook T0mmy,1927,3,3,1998,5,5,t,Person,Male,id-106,
a363,The Smallgoods,Smallgoods The,1999,,,,,,f,Group,,id-13,
a364,河端一,Kawabata Makoto,1965,,,,,,f,Person,Male,id-107,Japanese musician cfr Acid Mothers Temple
a365,Frank Chacksfield  His Orchestra,Chacksfield Frank  His Orchestra,,,,,,,f,Group,,,
a366,Eddy Duchin  His Otchestra,Duchin Eddv  His Orchestra,,,,,,,t,Group,,id-222,
a367,Burd Early,Early Burd,1976,4,29,,,,f,Person,,,
a368,Smadj,Smadj,,,,,,,f,Person,Male,id-73,
a369,Ferry Corsten,Corsten Ferry,1973,12,4,,,,f,Person,Male,id-150,
a370,Arcangelo Corelli,Corelli Arcangelo,1653,2,17,1713,1,8,t,Person,Male,id-105,
a371,Mike Candy5,Candys M'lke,1971,,,,,,f,Person,Male,id-203,
a372,Cris Cab,Cab Cris,1993,1,21,,,,f,Person,Male,id-222,
a373,西隆宏,Nishi Takahiro,1970,1,31,,,,f,Person,Male,id-107,
a374,The Bakees,Bakers The,,,,,,,f,Group,,,
a375,Gungor,Gungor,2010,,,,,,f,Group,,id-222,
a376,Don Moen,Moen Don,1950,6,29,,,,f,Person,Male,id-222,
a377,Willoam T Stromberg,Stromberg W'llliam T,1964,5,23,,,,f,Person,Male,id-222,
a378,Gratefu| Dead,Gratefuj Dead,1965,,,1995,,,t,Group,,id-222,
a379,Partia,Partia,1995,,,2003,,,t,Group,,id-170,
a380,Dropping Daylight,Dropping Daylight,2001,,,,,,f,Group,,id-222,
a381,Lois McMaster Bujold,Bujold L0is McMaster,1949,11,2,,,,f,Person,Female,id-222,
a382,Phiiliip,Phiiliip,,,,,,,f,,,,
a383,Lois McMaster Bvjold,Buzold Lois McMaster,1949,11,2,,,,f,Person,Female,id-222,
a384,Madeline,Madeline,,,,,,,f,Person,Female,id-222,US folk singersongwriter
a385,The Emergency,Emergency The,,,,,,,f,Group,,id-13,
a386,Babyoon AD,Babyloh AD,1988,,,,,,f,Group,,id-222,
a387,Nathan Barr,Barr Nathan,1973,2,9,,,,f,Person,Male,id-222,American score composer
a388,Monstera of Liedermaching,Monsters of Liedermaxing,2003,,,,,,f,Group,,id-81,
a389,Monsters of Liedermacning,Monsters of Liedermaching,2003,,,,,,f,Group,,id-81,
a390,Último Gobierno,Último Gobierno,1984,,,,,,f,Group,,id-194,
a391,Ruido de Rabia,Ruido de Rabia,1985,,,1994,,,t,Group,,id-194,
a392,Academy of St Martin in the Fields,Academy of St Martin in the Fields,1959,,,,,,f,Orchestra,,id-221,
a393,The Feelers,Feelers The,,,,,,,f,Group,,id-153,New Zealand
a394,UNITE,UNITE,,,,,,,f,Group,,,
a395,Robert Et0ll,Etoll Robery,,,,,,,f,Person,Male,id-222,
a396,Raisori Varner,Varner Raiston,,,,,,,f,Person,,,
a397,Tommy Steele,Steele Tommy,1936,12,17,,,,f,Person,Male,id-221,50s English singer
a398,Rocky Votolato,Votolato Rocky,1977,3,8,,,,f,Person,Male,id-222,
a399,The Milla Brothers,Millj Brothers The,1928,,,1982,,,t,Group,,id-222,
a400,Hugh Marsh,Marsh Hugh,1955,6,5,,,,f,Person,Male,id-38,
a401,Rachid Taha,Taha Rachid,1958,9,18,2018,9,12,t,Person,Male,id-73,
a402,Gefilte Fist,Gefilte Fist,,,,,,,f,Group,,id-7747,grindcore band
a403,Junior Murvin,Murvin Junior,1949,,,2013,12,2,t,Person,Male,id-106,
a404,GoGoGo Airheart,GoGoGo Airheart,1996,,,2006,,,t,Group,,id-222,
a405,Sissy Spacek,Spacek Sissy,1949,12,25,,,,f,Person,Female,id-222,American actress and singer
a406,Kenny Barron Trio,Barron Kenny Trio,,,,,,,f,Group,,,
a407,Johnny Cosy,Cosy Johnny,,,,,,,f,,,,
a408,Kutless,Kutless,2000,,,,,,f,Group,,id-222,
a409,Arche5s of Loaf,Aahchers of Loaf,1991,,,,,,f,Group,,rec-44676-dup-0,
a410,Beahnard Xolotl,Xolotl Bermard,1951,,,,,,f,Person,Male,id-73,
a411,Bernarcl Xolotl,Xolot1 Bernard,1951,,,,,,f,Person,Male,id-73,
a412,Nemzeti Filharmonikus zenekar,Nemzeti Filharmonikus zenekar,1923,,,,,,f,Orchestra,,id-97,Hungarian National Philharmonic Orchestra
a413,AVA,AVA,,,,,,,f,Person,Female,id-33,Bulgarian dance vocalist Stanislava AzovaDragieva
a414,Bored Lord,Bored Lord,,,,,,,f,Person,,id-7288,
a415,Carlos Di Sarli,Di Sarli Carlos,1903,1,7,1960,1,12,t,Person,Male,id-10,
a416,Alexander Melnikov,Melnikov Alexander,1973,2,1,,,,f,Person,Male,id-176,pianist
a417,Within Temptation,Within Temptation,1995,4,,,,,f,Group,,id-150,
a418,Lento,Lento,2004,,,,,,f,Group,,id-105,Italian atmospheric sludge metal band
a419,Da Yoopers,Yoopers Da,1975,,,,,,f,Group,,id-87369,
a420,Hot Buttered Rum,Hot Buttered Rum,2002,,,,,,f,Group,,id-222,
a421,The Fauvez,Fauves The,1988,,,,,,f,Group,,id-13,Austtralian rock band
a422,Q Arne,Q Arne,,,,,,,f,Person,,,
a423,Duoteque,Duoteque,,,,,,,f,Group,,id-105,
a424,Ivan Lins,Lins Ivan,1945,6,16,,,,f,Person,Male,id-30,
a425,Blueprintmusic,Blueprintmusic,,,,,,,f,Group,,,
a426,Fea4 My Thoughts,Fear My Thoughts,1998,,,2010,,,t,Group,,id-81,
a427,Elvis Presley,Presley Elvis,1935,1,8,1977,8,16,t,Person,Male,id-222,The King of Rock and Roll
a428,Téada,Téada,2001,1,,,,,f,Group,,id-103,
a429,Pigor  Eichhorn,Pigor  Eichhorn,,,,,,,f,Group,,id-81,
a430,Aleem,Aleem,,,,,,,f,Group,,id-222,boogiefunkRBdance music trio
a431,Lorin Maazel,Maazel Lorin,1930,3,6,2014,7,13,t,Person,Male,id-222,conductor
a432,さユり,Sayuri,1996,6,7,,,,f,Person,Female,id-107,Jpop singersongwriter
a433,KSU,KSU,1977,,,,,,f,Group,,id-170,
a434,Herman Chittison,Chittison Herman,1908,10,15,1967,3,8,t,Person,Male,id-222,
a435,Weltempfänger,Weltempfänger,1992,,,1995,,,t,Group,,id-81,
a436,Jerique Allan,Jerique Allan,,,,,,,f,Person,,id-150,pophouseRB singer
a437,Volker Klüpfel  Michael Kobr,Klüpfel Volker  Kobr Michael,,,,,,,f,Group,,,
a438,The Archipelago Singdrs,Archipelago Singers The,,,,,,,f,Group,,id-8162,Finnish male ch0ir
a439,Steve Tilston,Tilston Steve,1950,3,6,,,,f,Person,Male,id-221,
a440,Ben Rilev,Riley Beri,1933,7,17,2017,11,18,t,Person,Male,id-222,American jazz drummer
a441,Ben Rilev,Rily Ben,1933,7,17,2017,11,18,t,Person,Male,id-222,American ja2z drummer
a442,The Department of Drama of The Catholic University of America,Department of Drama of The Catholic University of America The,,,,,,,f,Group,,,
a443,Kommando Sonnenmilch,Kommando Sonnenmilch,1998,,,2013,12,1,t,Group,,id-81,
a444,Bud Powell,Powell Bud,1924,9,27,1966,7,31,t,Person,Male,id-222,
a445,モーニング娘,Morning Musume,1997,11,3,,,,f,Group,,id-107,
a446,Prowler,Prowler,1982,,,,,,f,Person,Male,id-150,Martijn Horsselenberg
a447,Vijay Prakash,Vijay Prakash,1976,2,21,,,,f,Person,Male,id-670,
a448,The Duke Ellington Trio,Ellington Duke Trio The,,,,,,,f,Group,,,
a449,bifg0r,biffor,,,,,,,f,Person,Male,,Ponyvocaloid remixer
a450,Syd Matters,Syd Matters,2002,,,,,,f,Group,,id-73,
a451,Richie Hawtin,Hawtin Richie,1970,6,4,,,,f,Person,Male,id-38,
a452,Vikingarna,Vikingarna,1958,,,2004,7,3,t,Group,,id-202,
a453,Leger des Heils,Leger des Heils,1999,,,,,,f,,,id-81,
a454,Jukka Takalo,Takalo Jukka,1967,6,20,,,,f,Person,Male,id-72,
a455,Inepsy,Inepsty,2002,,,2011,,,t,Group,,id-38,Canadian metalpunck band
a456,Eumir Deodato,Deodato Eumir,1943,6,22,,,,f,Person,Male,id-30,
a457,Laura Andreşan,Andreşan Laura,1982,,,,,,f,Person,Female,id-175,
a458,Chri2,Chr'lz,,,,,,,f,Person,,,Dance  DJ
a459,Muslimgauze,Muslimgauze,1961,6,7,1999,1,14,t,Person,Male,id-221,
a460,Millst Embargo,Mills Enbargo,,,,,,,f,Group,,id-203,
a461,R0bert Schumann,Schumanri Robert,1810,6,8,1856,7,29,t,Person,Male,id-81,German clajsical composer
a462,Teresa Breer,Brevver Teresa,1931,5,7,2007,10,17,t,Person,Female,id-222,
a463,Ben Somer,Somer Ben,,,,,,,f,Person,Male,id-38,
a464,John Lee Hooker,Hooker John Lee,1917,8,22,2001,6,21,t,Person,Male,id-222,US blues singer songwriter  guitarist
a465,Spider Loc,Spider Loc,1979,1,21,,,,f,Person,Male,id-222,
a466,Chor der Deutschen Oper Berlin,Chor der Deutschen Oper Berlin,,,,,,,f,Choir,,id-326,
a467,Ruth Jacott,Jacott Ruth,1960,9,2,,,,f,Person,Female,id-150,
a468,Elizabeth Gaver,Gaver Elizabeth,,,,,,,f,Person,Female,id-160,
a469,Jaromír Nohavica,Nohavica Jaromír,1953,6,7,,,,f,Person,Male,id-56,
a470,Erik Satie,Satie Erik,1866,5,17,1925,7,1,t,Person,Male,id-73,French composer
a471,The Speaking Canaries,Speaking Canaries The,,,,,,,f,Group,,id-222,
a472,The Countdown Mixmajters,Countdown Mixmasters The,,,,,,,f,Group,,,
a473,FFForeca5t,FFForecasd,,,,,,,f,Person,Male,rec-271-dup-0,Vito James 62nd alias
a474,coliw postal,colis p0stal,,,,,,,f,Group,,,
a475,Vulgaires Machins,Vulgaires Machins,1995,,,,,,f,Group,,id-38,
a476,沢城みゆき,Sawashiro Miyuki,1985,6,2,,,,f,Person,Female,id-107,
a477,Bournemouth Symphony Orchestra,Bournemouth Symphony Orchestra,1893,5,22,,,,f,Orchestra,,id-221,
a478,Sepa,Sepa,,,,,,,f,Person,Male,id-202,Swedisb drum  bass artist Sebastian Ahrenberg
a479,Elephant Man,Elephant Man,1975,9,11,,,,f,Person,Male,id-106,Oneal Bryan dancehall artist
a480,Sebs,Sepa,,,,,,,f,Person,Male,id-202,Swedish drum  bass artist Sebastian Ahrenberk
a481,Orchestre national du Capitole de Toulouse,Orchestre national du Capitole de Toulouse,,,,,,,f,Orchestra,,id-73,
a482,Zack Tempest,Tempest Zack,,,,,,,f,Person,,,
a483,Marty Stuart,Stuart Mwrty,1958,9,30,,,,f,Person,Male,id-222,
a484,Vakluum,Vakkuun,,,,,,,f,Person,Male,id-222,
a485,OToGl8,OToGu8,,,,,,,f,Group,,,
a486,Contrq,Coritra,,,,,,,f,Person,,,aka Ira Jerush Breakcore prodvcer
a487,Woody Herman,Herman Woody,1913,5,16,1987,10,29,t,Person,Male,id-222,
a488,Dariush Talâi,Talâi Dariush,1953,,,,,,f,Person,Male,id-101,
a489,The Association,Association The,1965,,,,,,f,Group,,id-222,US sunshine pop group
a490,Vakkuum,Vakkuym,,,,,,,f,Person,Male,id-222,
a491,Al Hirt,Hirt Al,1922,11,7,1999,4,27,t,Person,Male,id-222,
a492,Sophie de Bardonnèche,Bardonnèche Sophie de,,,,,,,f,Person,Female,,
a493,Adna,Adna,,,,,,,f,Person,Female,id-202,
a494,50 Cent,50 Cent,1975,7,6,,,,f,Person,Male,id-222,
a495,Duke Ellington ancl His Orchestra,Ellington Dume and His Orchestra,1927,,,1938,,,t,Orchestra,,id-222,
a496,Duke Ellington and H8s Orchestra,Ellington Duke and His Orcbestra,1927,,,1938,,,t,Orchestra,,id-222,
a497,Frontieah,Fr0ntier,,,,,,,f,Group,,id-222,post roclc trio from Chicago
a498,Juri Nakash8ma,Nakashoma Juri,,,,,,,f,Person,Female,id-107,
a499,In the Summer of the Mushroom Honey,In the Summer of the Mushroom Honey,,,,,,,f,,,,
a500,Juri Nakasthima,Nakasima Juri,,,,,,,f,Person,Female,id-107,
a501,Simon Etchel,Etcbell Simon,,,,,,,f,Person,,,
a502,Larry Carlton,Carlton Larry,1948,3,2,,,,f,Person,Male,id-222,
a503,MERRY,Merry,2001,10,,,,,f,Group,,id-107,Japanese band previously メリー
a504,Slayer,Slayer,1981,,,2019,11,30,t,Group,,id-222,US thrash metal band
a505,Clermont  Macleod,Clermont  Macleod,,,,,,,f,,,,
a506,Silmäosasto,Silmäozasto,,,,,,,f,Group,,id-72,
a507,Hatem,Hareiii,,,,,,,f,Group,,id-214,
a508,Mike Oldfield,Oldfield Mike,1953,5,15,,,,f,Person,Male,id-221,
a509,Hany Shaket,Shsker Hany,1952,12,21,,,,f,Person,Male,rec-63-dup-0,
a510,Тараканы,Tarakamy,1991,5,,,,,f,Group,,id-176,Soviet pung rock band
a511,Milla Kay,Kay Milla,,,,,,,f,Person,,,
a512,Bruce Springsteen,Springsteen Bruce,1949,9,23,,,,f,Person,Male,id-222,
a513,Flathead Seven,Seven Flathead,,,,,,,f,Person,,,
a514,Sackraj,Sack4ai,,,,,,,f,Person,,,
a515,Bette Midler,Midler Bette,1945,12,1,,,,f,Person,Female,id-222,
a516,The Groove Fafm,Groove Farm Te,,,,,,,t,Group,,rec-221-dup-0,
a517,Annie Ross,Ross Annie,1930,7,25,2020,7,21,t,Person,Female,id-221,
a518,Anatomi71,Anatomi71,,,,,,,f,,,,
a519,36,36,,,,,,,f,Person,Male,id-221,Electronic artist Dennis Huddleston
a520,Lester Young,Young Lester,1909,8,27,1959,3,15,t,Person,Male,id-222,saxophonist
a521,Anthony Robbins,Robbins Anthony,1960,2,29,,,,f,Person,Male,id-222,
a522,Saclrai,Sackrai,,,,,,,f,Person,,,
a523,The BBC Big Bamd,BBC Bik Band The,1964,,,,,,f,Group,,rec-221-dup-0,
a524,Auróra,Auróra,1983,,,,,,f,Group,,id-97,Hungarian powerpunk group
a525,Johnny Cash,Cash Johnny,1932,2,26,2003,9,12,t,Person,Male,id-222,country music legend
a526,Asking Abby,Asking Abby,,,,,,,f,Group,,,
a527,De club van Sinterklaas,De club van Sinterklaas,1999,,,,,,f,Group,,id-150,
a528,Lidtle Richard,Little Richarc,1932,12,5,2020,5,9,t,Person,Male,id-222,
a529,Saccoman,Saccoman,,,,,,,f,Person,Male,,
a530,Bouncin BC,Bouncin BC,,,,,,,f,Group,,id-23720,
a531,The Glory,Glory Tbe,,,,,,,f,Group,,rec-221-dup-0,punk barid
a532,Abuso Sonoro,Abuso Sonoro,,,,,,,f,Group,,id-30,
a533,Kate MacLeod,MacLeod Kate,,,,,,,f,Person,Female,id-222,
a534,Zappacosta,Zappacosta,1953,,,,,,f,Person,Male,id-38,
a535,Rename,Rename,,,,,,,f,Group,,,
a536,Bee Gers,Bee Geest,1958,,,2003,,,t,Group,,rec-221-dup-0,
a537,Malevolend Creation,Malevolenr Creation,1987,,,,,,f,Group,,id-222,
a538,Rolf Junior,Rolf Junior,1982,1,18,,,,f,Person,Male,id-67,
a539,Duke Ellington and His Orcbestra,Ellington Duke amd His Orchestra,1927,,,1938,,,t,Orchestra,,id-222,
a540,The Rogue Element,Rogue Element The,1979,,,,,,f,Person,Male,id-221,UK breakbeat artist Ben Medcalf
a541,Jagar Tharn,Jagar Tharn,,,,,,,f,Group,,,
a542,Tammy St John,Saint John Tammy,,,,,,,f,Person,,,
a543,1017,191u,1994,,,,,,f,Group,,rec-10-dup-0,
a544,Janiss Garza,Garza Janiss,,,,,,,f,Person,,,
a545,Orhan Gencebay,Gencebay Orhan,1944,8,4,,,,f,Person,Male,id-214,
a546,Cor Bolten,Bolten Cor,,,,,,,f,Person,,,
a547,Te Deum,Te Deum,1995,,,,,,f,Group,,,Ukranian death doom metal band
a548,The Dining Rooms,Dining Rooms The,1998,,,,,,f,Group,,id-105,
a549,Johann Kuhnau,Kuhnau Johann,1660,4,6,1722,6,5,t,Person,Male,id-81,composer
a550,Timo Räosänen,Räisän4n Timo,1979,7,25,,,,f,Person,Male,id-202,
a551,Ralf Wengenmayr,Wengenmayr Ralf,1965,4,7,,,,f,Person,Male,id-81,
a552,Chunky Nelson,Nelson Chunky,,,,,,,f,Person,,,
a553,Linda Lewis,Lewis Linda,1950,9,27,,,,f,Person,Female,id-221,
a554,Philadelphia Slick,Philadelphia Slick,,,,,,,f,Group,,,
a555,Kraftklul>,Kraftklup,2009,,,,,,f,Group,,id-81,
a556,Peter Kater,Kater Peter,1958,5,28,,,,f,Person,Male,id-222,New Age pianist and composer
a557,Olivier Peters Quartet,Olivier Peters Quartet,,,,,,,f,,,,
a558,Cheech  Chong,Cheech  Chong,1970,,,1986,,,t,Group,,id-222,
a559,Inspiral Carpets,Inspiral Carpets,1989,,,,,,f,Group,,id-221,
a560,_ensnare_,ensnare,,,,,,,f,Person,Male,id-221,Paul Taylor
a561,Eddy Mitchell,Mitchell Eddy,1942,7,3,,,,f,Person,Male,id-73,
a562,Johnny Reimar,Reimar Johnny,1943,6,12,,,,f,Person,Male,id-57,Danish singer guitarist producer copywriter and television host
a563,Malignant Eternal,Malignant Eternal,1994,,,,,,f,Group,,id-160,
a564,Mutmen,Mutmen,1998,,,,,,f,Group,,id-38,Canasian bagpipe metal band
a565,Gaston Mandeville,Gaston Mandeville,1956,11,23,1997,6,16,t,Person,Male,id-322,
a566,Stupenda Jones,Stupenda Jones,,,,,,,f,Group,,,
a567,Steve Hon,Haun Stevd,1963,10,12,2015,8,28,t,Person,Male,id-10195,
a568,Peter Rowari,Rowan Peteah,1942,7,4,,,,f,Person,Male,id-222,US bluegrass musixian  composer
a569,English Bach Festival Baroque Orchestra,English Bach Festival Baroque Orchestra,,,,,,,f,Orchestra,,,
a570,Zachary Scott Lemmon,Lemmon Zachary Scott,,,,,,,f,Person,Male,,
a571,Simon Etchell,Etchell Simon,,,,,,,f,Person,,,
a572,Viktors Lapčenoks,Lapčenoks Viktors,1947,1,16,,,,f,Person,Male,id-117,
a573,Lior Rosner,Rosner Lior,,,,,,,f,Person,Male,id-38,
a574,Le Tigre,Tigre Le,1998,,,,,,f,Group,,id-222,
a575,The Lost  Fond,Llst  Found The,,,,,,,f,Group,,id-222,Los Anveles indie rock band
a576,Nirvana,Nirvana,1988,1,,1994,4,5,t,Group,,id-222,90s US grunge band
a577,Priya Subramany,Subramani Priia,,,,,,,f,Person,Female,,
a578,Exumer,Exumer,1984,,,,,,f,Group,,id-81,
a579,Jus de Bocse,Jus de Bocse,,,,,,,f,Group,,id-73,
a580,Va1dur,Valclur,1999,,,,,,f,Group,,id-222,USA  blakkdeath metal
a581,Emrah,Emrab,1971,1,1,,,,f,Person,Male,id-214,Turkish pop sinver  actor
a582,Tim0 Räisänen,Räisänen Tirno,1979,7,25,,,,f,Person,Male,id-202,
a583,Earth and Fire,Earth and Fire,1968,11,23,1990,,,t,Group,,id-150,
a584,Pete Dunn,Dunn Pete,,,,,,,f,Person,,,production music composer
a585,John Pizzarelli,Pizzarelli John,1960,4,6,,,,f,Person,Male,id-222,
a586,The Mills Brothers,Mills Brothers The,1928,,,1982,,,t,Group,,id-222,
a587,The Kingst Consort,King5 Consort The,1980,,,,,,f,Orchestra,,rec-221-dup-0,
a588,Someone Still Loves You Boris Yeltsin,Someone Still Loves You Boris Yeltsin,1999,,,,,,f,Group,,id-222,
a589,The Similou,Similou The,2003,,,,,,f,Group,,id-202,
a590,Tait,Tait,2001,,,2007,,,t,Group,,id-222,Christian Rock group Michael Tait
a591,Fluke,Fluke,1986,,,,,,f,Group,,id-221,UK electronic music group
a592,Mynoclc,Mynock,,,,,,,f,Group,,,
a593,Vítězslav Novák,Novák Vítězslav,1870,12,5,1949,7,18,t,Person,Male,id-56,
a594,Lars Li1holt,Lilhol6 Lars,1953,3,14,,,,f,Person,Male,id-57,
a595,BlackBud,BlackBud,2002,12,,2010,,,t,Group,,id-221,
a596,Lotto King Karl,Lotto King Karl,1967,2,4,,,,f,Person,Male,id-81,
a597,Guster,Guster,1991,,,,,,f,Group,,id-222,
a598,Hannah,Hannah,1981,5,12,,,,f,Person,Female,id-67,Estonian popdance singer aka Hannah Ild
a599,Lil Wayne,Lil Wayne,1982,9,27,,,,f,Person,Male,id-222,
a600,Orchester der Deutschen Oper Berlin,Orchester der Deutschen Oper Berlin,,,,,,,f,Orchestra,,id-326,
a601,Dietrich Henschel,Henschel Dietrich,1967,5,22,,,,f,Person,Male,id-81,baritone
a602,The Idea of North,Idea of North The,1996,,,,,,f,Group,,id-13,Australian ACappellaEnsemble
a603,FranzJosef Selig,Selig FranzJosef,1962,7,1,,,,f,Person,Male,id-81,operatic bass
a604,Mr Big,Mr Big,1988,,,,,,f,Group,,id-222,American hard rock band
a605,Maryachi Peñatitlan,Peñatitlan Mariakhi,,,,,,,f,Group,,,
a606,Simon Benson,Benson Simon,,,,,,,f,Person,Male,,
a607,Tsurjbami,Tsur7bami,1994,,,2009,,,t,Group,,id-107,
a608,Attention,Attention,,,,,,,f,Group,,id-222,
a609,Si|verHawk,SilverHak,,,,,,,f,Person,Male,id-73,Retrovvave artist
a610,My Firsd Days on Junk,My First Dayw on Junk,,,,,,,f,,,,
a611,Ben Fener,Fennee Ben,,,,,,,f,Person,Male,rec-221-dup-0,
a612,André Dussollier,Dussollier André,1946,2,17,,,,f,Person,Male,id-73,
a613,Marilyn Scott,Scott Marilyn,1949,12,21,,,,f,Person,Female,id-222,jazz vocalist
a614,Konrad Beikircher,Beikircher Konrad,1945,12,22,,,,f,Person,Male,id-81,
a615,Hoodoo Gurus,Hoodoo Gurus,1982,,,,,,f,Group,,id-13,
a616,Key to Arson,Key to Arson,2001,,,2004,,,t,Group,,,
a617,Urban Dance Squad,Urban Dance Squad,1986,12,20,1999,,,t,Group,,id-150,
a618,Dialogue,Dialogue,2000,,,,,,f,Group,,,electronic music group Niels Jensen  Stefan Riesen
a619,Steve Jansen,Jansen Steve,1959,12,1,,,,f,Person,Male,id-221,member of Japan
a620,SNMNMNM,SNMNMNM,,,,,,,f,Group,,id-222,
a621,Andv Reed,Reed Andy,,,,,,,f,Person,Male,id-222,
a622,Matthew Sweet,Sweet Matthew,1964,10,6,,,,f,Person,Male,id-222,US rock singersongwriter and musician
a623,My First Daya on Junk,My First Days 0n Junk,,,,,,,f,,,,
a624,The Lost  Found,Lost  Found The,,,,,,,f,Group,,id-222,Los Angeles indie rock band
a625,Майя Кристалинская,Kristalin5kaya Mayya,1932,2,24,1985,6,19,t,Person,Female,id-243,
a626,Майя Кристалинская,Kristajinskaya Mayya,1932,2,24,1985,6,19,t,Person,Female,id-243,
a627,Майя Кристалинская,Kristalinskaya Msyya,1932,2,24,1985,6,19,t,Person,Female,id-243,
a628,Manolo Guartia,Manolo Guard8a,,,,,,,f,,,,
a629,Manolo Guardya,Manoli Guardia,,,,,,,f,,,,
a630,Christa Ludwig,Ludwig Christa,1928,3,16,2021,4,24,t,Person,Female,id-81,mezzosoprano
a631,Archers of Loaf,Archers of Loaf,1991,,,,,,f,Group,,id-44676,
a632,Lemongrass,Lemongrass,,,,,,,f,Person,Male,id-81,
a633,Richard Wagner,Wagner Richard,1813,5,22,1883,2,13,t,Person,Male,id-81,composer
a634,Colemari Hawkins,Hawkins Cojeman,1904,11,21,1969,5,19,t,Person,Male,id-222,
a635,Rorschach Test,Rorschach Test,,,,,,,f,Group,,,
a636,FFForecajt,FFForecast,,,,,,,f,Person,Male,rec-271-dup-0,Vito James 62jd alias
a637,Chriz,Chriz,,,,,,,f,Person,,,Dance  DJ
a638,Weldon Henson,Henson Weldon,,,,,,,f,Person,,,
a639,traditional,traditional,,,,,,,f,Other,Not applicable,id-240,Special Purpose Artist
a640,Voice Male,Voice Male,1995,,,2019,,,t,Group,,id-21,Belgian acappella group
a641,DJ Acucrack,Acucrack DJ,,,,,,,f,Group,,id-222,
a642,Mutmen,Mutmen,1998,,,,,,f,Group,,id-38,Canatian bagpipe metal band
a643,Dark Lotus,Dark Lotus,1998,,,2017,,,t,Group,,id-222,
a644,Judge Dredd,Judge Dredd,,,,,,,f,Character,Male,,
