track,recording,medium,position,number,name,length,is_data_track
id-2539241,id-3045370,id-68320,30,30,Les pantins dansent,133600.0,f
id-6798067,id-7695456,id-398588,12,12,Remember,324000.0,f
rec-9843881-dup-0,id-11355861,id-727670,6,6,Pejla vdolky,66973.0,f
rec-34250935-dup-0,id-29094143,id-3256597,7,7,No Caahd,87000.0,f
id-4542607,id-5613731,id-979042,2,2,Contigo Na Distância,166160.0,f
rec-34246522-dup-1,id-29090186,id-3256273,4,4,Spanizh Blood 40  4,,f
rec-16562386-dup-0,id-16187053,id-1486339,3,3,Dont Undwrstand,,f
id-3011079,id-3627243,id-937231,8,8,True Love,192626.0,f
id-14644503,id-12922713,id-1099502,30,30,Lone Wagon,337000.0,f
id-11356395,id-12914303,id-1098778,2,2,茶漬えんま,1941266.0,f
id-5010526,id-1963202,id-185152,2,2,Estadio azteca,217000.0,f
rec-15923282-dup-0,rec-6009204-dup-0,id-1425684,3,3,Nemon,228946.0,f
id-18782825,id-13991932,id-1700674,11,11,Goodbye Elita,96520.0,f
id-10437655,id-12014229,id-792103,58,58,Swirlypants 2,77000.0,f
rec-15923282-dup-1,rec-6009204-dup-0,id-1425684,3,3,Nemoz,228946.0,f
id-394135,id-454258,id-860875,14,14,House Hop,150573.0,f
id-10793900,id-12413943,id-835548,10,10,Anna Bolena Act II Scene I Dio che mi vedi in core Anna,415933.0,f
id-28965141,id-25286023,id-2696936,1,1,Kune Kune,649000.0,f
rec-791424-dup-1,id-897803,id-365804,3,3,Nemp,517106.0,f
rec-791424-dup-0,id-897803,id-365804,3,3,Neko,517106.0,f
id-24540245,id-22039873,id-2255822,9,9,Serotonin,217693.0,f
id-12540999,id-13647018,id-1184853,3,3,Indestructible ATrak remix,427000.0,f
id-3333139,id-4028364,id-267847,14,14,Getting Light,64306.0,f
id-13862429,id-14356943,id-1264477,10,B10,Villa Carfax,234000.0,f
id-7715367,id-9073473,id-787278,8,8,The Sound of San Francisco short Progressive mix,218000.0,f
rec-11966395-dup-0,rec-13328380-dup-0,id-1145362,4,4,Dagni,201573.0,f
rec-10476982-dup-0,id-12057686,id-796032,2,2,Завтра,267000.0,f
id-8904250,id-10348982,id-635562,1,1,Intro,19000.0,f
id-4533021,id-5603215,id-575314,2,2,Victory Over Horseshit,213000.0,f
id-1429077,id-1688146,id-558850,6,6,Dirty Love,259000.0,f
rec-2756063-dup-1,rec-3310818-dup-0,id-634782,11,11,New Tenptation,204760.0,f
id-39759839,id-33039460,id-3902523,8,8,Last Chance,254184.0,f
id-13449423,id-14107256,id-1236803,6,6,Hindustan,199000.0,f
id-1851686,id-2206763,id-380991,1,1,Ambient Kinsky,242000.0,f
id-12795962,id-1030421,id-1197767,7,B2,The Hardest Time,192000.0,f
rec-1879135-dup-1,id-2239582,id-183126,9,9,Play 6he Piano With Style,210573.0,f
id-11478033,id-13028512,id-1110878,6,B2,Lanima pagliacciona,209000.0,f
id-7225120,id-8541815,id-900291,19,19,Dagobah System,108040.0,f
rec-10610145-dup-0,id-12204885,rec-809907-dup-0,59,59,Wac1<y Day,90000.0,f
rec-1879135-dup-0,id-2239582,id-183126,9,9,Play the Pian0 With Style,210573.0,f
rec-5832036-dup-1,id-7043071,id-280830,7,7,Sin peahdón,306000.0,f
id-5302156,id-6468023,id-996821,7,7,Der Mehrzahl der Menschen,70666.0,f
id-13313578,id-14030539,id-1227870,7,B3,Chewing Gum Telegram,290000.0,f
id-12857764,id-13780209,id-1200609,2,2,Part 1 High Frequency Feelings Soon a Brighter Day,200000.0,f
id-1060324,id-1240509,id-263553,4,4,White Crow Birds Nest  White Crow,156733.0,f
id-6384896,id-7641200,id-344887,8,8,Cleano,153000.0,f
rec-12362283-dup-0,id-13558342,id-1172889,8,8,Bombay Shufle,126000.0,f
rec-1179431-dup-0,rec-1396868-dup-0,id-979111,11,11,Confessions 0f a Futon‐Revolutionist,134480.0,f
rec-1654033-dup-0,id-1953225,rec-1036324-dup-2,12,12,That Evil Chkld,235640.0,f
id-3482443,id-4219962,id-247998,9,9,Bruises,269853.0,f
rec-11657208-dup-0,id-13136007,id-1123376,11,11,DeeahTay,250000.0,f
id-6765805,id-8049815,id-399388,8,8,Im a Liar,196226.0,f
id-4055932,id-4954161,id-79605,16,16,Youll Be Mine,159174.0,f
id-37692432,id-31568171,id-3652784,4,4,La Folia,,f
id-18694803,id-17800924,id-1692892,3,3,System III,174000.0,f
id-18748447,id-17840463,id-1697615,4,4,One Step Backwards,,f
id-7003526,id-8307140,id-424668,1,1,Shadows in the Nights Sky,1171653.0,f
id-8595440,id-10023226,id-608445,6,6,Stitching Time,436320.0,f
rec-2806988-dup-0,id-3373776,id-929203,4,4,Home Aay From Home,221306.0,f
rec-1645529-dup-0,rec-1942359-dup-2,id-925809,11,11,Tel It Like It Is,291600.0,f
rec-2098052-dup-0,id-2502711,id-303470,5,5,Bahianese Maypnnaise,353026.0,f
rec-34302167-dup-0,rec-11391563-dup-1,id-3262564,6,K6,Never Akain,,f
id-7213442,id-8529374,id-894018,6,6,I Would Be a Sinner,239480.0,f
rec-34302167-dup-2,rec-11391563-dup-0,id-3262564,6,K6,Neveah Again,,f
id-34285941,id-29120814,id-3260781,6,6,Odayaka,154454.0,f
id-5518148,id-6705609,id-242277,1,A,Pendulum,,f
id-27583999,id-24039878,id-2558539,2,2,Géchar,,f
id-10010646,id-11544266,id-747762,4,4,Η ζωή εν τάφω,385000.0,f
id-5410718,id-6588683,id-925636,13,13,Venezuela,219000.0,f
id-14461224,id-14740506,id-1306844,4,4,Gennaio,211587.0,f
rec-12401399-dup-1,id-2867892,rec-159263-dup-0,2,2,Rytsari Vrerneni,309986.0,f
rec-12401399-dup-0,id-2867892,rec-159263-dup-0,2,2,Rytsari Vreneni,309986.0,f
rec-12401399-dup-2,id-2867892,rec-159263-dup-0,2,2,Rytsari Vrerneni,309986.0,f
rec-5680190-dup-2,rec-6881096-dup-0,rec-219117-dup-0,4,4,El médicl del miedo,233466.0,f
rec-4963045-dup-1,id-6093801,id-1040578,14,14,Olt Blue Car,188000.0,f
id-24417617,id-21953897,id-2244222,9,B4,Cinéma cinéma,192000.0,f
rec-6528828-dup-1,rec-7796916-dup-0,rec-363634-dup-0,8,8,Křížaly housie a půlměsíc,259000.0,f
id-7345152,id-8671322,id-465437,2,2,ねばねば♥スイーツ,268000.0,f
id-2187291,id-2611391,id-915442,3,3,Medicine Wheel,112760.0,f
rec-7912360-dup-0,id-9282116,id-531712,1,1,Homegtown,405000.0,f
id-3519934,id-4266981,id-1014424,4,4,O ypnos se tilixe  Der Schlaf umfing Dich,161440.0,f
id-1668913,id-1972747,id-910469,12,12,Imagine,366506.0,f
id-5894809,id-7109311,id-1252289,9,9,Forget to Remember Sunday Mornings,281000.0,f
id-9176540,id-10643493,id-696148,4,4,La Vieille Femme et la Chandel,763000.0,f
rec-11272816-dup-0,rec-2909528-dup-0,rec-1090224-dup-0,6,6,Lost avoustic,303000.0,f
id-4950935,id-6079691,id-931450,14,14,Great Balls of Fire,161106.0,f
rec-32695041-dup-1,id-27965988,id-3086694,3,3,Condact High,149000.0,f
rec-5669688-dup-0,id-6869418,id-261141,12,12,Yez I Know,,f
id-10335430,id-11904830,id-782295,18,18,Where the Rose Is Sown single version,251093.0,f
rec-6600153-dup-0,rec-7873310-dup-0,id-371786,3,3,GRN Aventvrine,295000.0,f
id-5309543,id-6475842,id-219726,5,5,Lux Occulta II,301133.0,f
id-14406239,id-14712395,id-1303488,8,8,第2話 Sere 13975 「うわさばなし」 Part 1,54332.0,f
id-11185203,id-12607059,id-1081171,2,2,Dreaming of U,,f
id-10241559,id-11799860,id-772174,7,7,Arrival,1207466.0,f
rec-11863154-dup-0,rec-13264247-dup-0,id-1138150,4,A4,Couahir après la vie,225000.0,f
id-13931452,id-11604171,id-752232,6,6,De profundis op 67 Meno largo molto tranquillo ,253000.0,f
id-658526,id-737173,id-506783,15,15,Bloodline,272040.0,f
id-6668691,id-7946615,id-1020828,5,5,I Know,619000.0,f
id-9683538,id-11180705,id-706625,2,2,Ladyhawke,141000.0,f
id-37681385,id-31560795,id-3651499,26,26,Uno Dopo LAltro,75000.0,f
id-7092458,id-8402790,id-435137,5,5,Arkansas,181800.0,f
id-30722411,id-26573481,id-2872880,8,8,Updated Weather Information,26789.0,f
id-6121447,id-7355391,id-313141,5,5,The Evening Country,140000.0,f
rec-8667914-dup-1,id-10098042,rec-612035-dup-0,5,5,Punch for P0wer b,60000.0,f
rec-14413926-dup-0,rec-14717551-dup-0,id-1304104,2,2,Picjup Truck,205480.0,f
rec-4931644-dup-0,id-6057321,id-876553,2,2,Trip Trugger,315000.0,f
id-1166811,id-1380309,id-169060,3,3,As Lovers Go,210693.0,f
id-11922246,id-13299972,id-1142300,9,9,In the City,125440.0,f
rec-39759839-dup-0,id-33039460,rec-3902523-dup-0,8,8,Last Chanke,254184.0,f
rec-12663901-dup-0,id-7254783,id-961293,3,3,Il gverriero,218000.0,f
id-17836677,id-17185506,id-1611377,3,3,Untitled Improvisation,305000.0,f
id-12283979,id-13514402,id-1167518,19,19,Saltaré al vacío,208000.0,f
id-22765918,id-8035127,id-2080967,8,8,Dreaming,247000.0,f
rec-3849484-dup-0,id-4682234,rec-226307-dup-0,10,10,Healing Hqnds of Time 1,126933.0,f
id-6322446,id-7572443,id-337154,2,2,Friends in Low Places,507000.0,f
rec-9230047-dup-0,id-10700678,id-672497,2,2,たたかえ 爆露マン,,f
id-27593354,id-11160074,id-2559495,12,12,Ring of Bright Water,181386.0,f
rec-4963045-dup-2,id-6093801,id-1040578,14,14,Olt Blue Car,188000.0,f
rec-4963045-dup-0,id-6093801,id-1040578,14,14,Old Biue Car,188000.0,f
rec-40330-dup-0,id-53790,id-83473,4,4,Id1er,205000.0,f
rec-11293926-dup-2,id-12854115,id-1092477,1,1,Dei Fre:nd,178000.0,f
id-2500504,id-2999717,id-30128,5,5,Sally,216240.0,f
id-18762051,id-14550922,id-1698713,2,2,Gather,243356.0,f
id-9753477,id-11257172,id-715622,5,5,Triple Dick,175000.0,f
id-5318139,id-6485732,id-523579,12,12,Fired Up,206000.0,f
rec-4047355-dup-1,id-4942217,rec-262051-dup-0,9,9,Indro,116920.0,f
rec-12706423-dup-0,id-11515422,id-744567,17,17,Solitudr,190000.0,f
rec-10059274-dup-0,id-11598292,id-751674,22,22,urititled,,f
rec-9472996-dup-0,rec-10955726-dup-0,id-690619,45,45,Fungy Soul,40000.0,f
rec-2125216-dup-0,id-2534640,id-913450,4,4,La Fie5ta,445200.0,f
id-13877567,id-14369252,id-1265740,10,10,Vitamine Vitamine,216000.0,f
rec-2125216-dup-2,id-2534640,id-913450,4,4,La Fiejta,445200.0,f
id-4019353,id-4901076,id-116965,7,7,Einst Freunde,295093.0,f
id-11592811,id-13103989,id-1119469,4,4,Alone,271000.0,f
id-13756403,id-14288750,id-1257600,4,4,Major Hope,374000.0,f
id-12798099,id-4485746,id-58246,1,A1,700 Club,51000.0,f
rec-23104092-dup-2,id-21003329,rec-2113851-dup-0,8,8,Miamy,247404.0,f
rec-12599549-dup-0,rec-10909525-dup-0,id-686811,4,B1,Bahiah BBoy LP mix,,f
id-2922962,id-3517385,id-300087,8,8,Blue Girl,248546.0,f
id-985705,id-2803562,id-253585,8,8,It Hasnt Happened Yet,204800.0,f
rec-4289379-dup-1,rec-5280314-dup-0,id-98550,4,4,白線～スタートライン insyrumental,298000.0,f
id-30649900,id-24764954,id-2864888,11,B6,Outro,8000.0,f
id-13752143,id-14201759,id-1247663,12,12,見えない未来へ,404000.0,f
id-8420181,id-9833592,id-591625,3,3,Yeah You Roberts remix,316000.0,f
id-9538244,id-11024178,id-694717,46,46,Party People,10000.0,f
id-8243402,id-210524,id-570714,18,18,The Best,246000.0,f
rec-6528975-dup-2,id-7797055,id-697763,9,9,Who Know5 Why,232000.0,f
id-8449595,id-9865396,id-595229,13,13,Cold 13,285760.0,f
id-38695719,id-32285853,id-3769917,4,4,Observe,259920.0,f
id-13725856,id-14268000,id-1255352,8,8,Magnitude 666,,f
id-7083599,id-8393488,id-434124,6,6,Sirens,55000.0,f
id-7295050,id-8616568,id-998978,7,7,Un ángel llora,257000.0,f
id-514031,id-587066,id-668922,2,2,Box Elder,146773.0,f
rec-14461224-dup-0,id-14740506,id-1306844,4,4,Genaio,211587.0,f
rec-12599549-dup-1,rec-10909525-dup-0,id-686811,4,B1,Bahiam BBoy LP mix,,f
rec-18258193-dup-0,id-17128729,id-1650146,2,A2,Kontrola Baj Mooy remix,366000.0,f
id-11772720,id-13171137,id-1127351,6,6,La experiencia del desierto,132626.0,f
rec-15485478-dup-0,id-15366796,id-1384944,3,3,Meidän taoomme,233867.0,f
id-8008377,id-9385031,id-542611,4,4,De nuevo en mi puerta,296000.0,f
id-6040597,id-7268985,id-305478,7,7,Die schönste Stunde am Tag,364333.0,f
id-32660894,id-27942930,id-3083018,6,6,The Boundary Waters,290948.0,f
rec-8610197-dup-1,rec-10038443-dup-0,rec-609429-dup-0,45,45,Past Present arid Future a,30000.0,f
id-8805130,id-10241258,id-623496,32,32,Little Sadie,60000.0,f
id-4398822,id-5420990,id-977778,12,12,When She Walks By,,f
id-37712329,id-31581294,id-3655314,7,7,Douce Nuit,,f
id-9942569,id-11467536,id-740157,2,2,Miss Acacia live,197000.0,f
id-34232924,id-13059743,id-3254841,18,18,Higeki no Bousou,127000.0,f
rec-4105208-dup-0,id-5022911,id-83383,16,16,Lullaby of the Leaved,120626.0,f
rec-35849685-dup-1,id-30258477,id-3437210,8,8,The Postman Cbapter 1 Part 28,314514.0,f
rec-4170472-dup-1,id-5114789,rec-395677-dup-0,2,B,Pref9ation,590000.0,f
rec-4170472-dup-2,id-5114789,rec-395677-dup-0,2,B,Prefiadion,590000.0,f
rec-13641838-dup-1,rec-14217700-dup-0,id-1249605,17,17,Grains ov Sand,49000.0,f
rec-16562386-dup-2,id-16187053,id-1486339,3,3,Dont Understsnd,,f
id-3101130,id-3738608,id-939907,9,9,Indigo Moon,193360.0,f
id-3645742,id-4426490,id-958524,30,30,The Pope,94333.0,f
id-665625,id-744620,id-519605,17,17,Keep Your Eyes on the Prize,121826.0,f
id-4906243,id-6029120,id-902470,4,4,Incantations,203000.0,f
id-856031,id-983189,id-884485,13,13,DNA,71240.0,f
id-14422667,id-14671999,id-1298934,9,9,Vampire,209000.0,f
rec-23088120-dup-0,rec-20991797-dup-0,rec-2112398-dup-0,4,4,Perkeptual Isolation,421785.0,f
id-708737,id-794636,id-292150,9,9,Lesters Mood,300986.0,f
id-220131,id-265046,id-310236,9,9,Frankls Revenge,268466.0,f
id-12271540,id-13510200,id-1167084,4,4,Médée Dei tuoi figli la madre,303106.0,f
rec-14357137-dup-1,rec-14681030-dup-1,id-1300038,11,11,If Dreams Come Trve,204858.0,f
id-13929008,id-14400624,id-1269222,5,5,Revertigo,,f
id-30708722,id-26564302,id-2871381,11,11,3AM in a closed bar,567000.0,f
id-7641549,id-8993617,id-702703,2,2,Back and Forth,208000.0,f
id-1941812,id-2313283,id-985206,16,16,DMAEnergy Megamix,1025360.0,f
id-8119840,id-9505199,id-559079,11,11,There Is a Road,235000.0,f
id-5095456,id-6241450,id-195990,3,3,Carnaval mayor,,f
rec-24462279-dup-0,id-11467731,id-2248671,10,10,Nod Gonna Let You Go Again,223093.0,f
id-8160702,id-9550869,id-560387,6,6,Γεννιέται απόψε ο Χριστός acoustic version,,f
id-24530833,id-7234586,id-2255060,7,7,hMollMesse BWV 232 Et in Spiritum Sanctum,281640.0,f
id-23357033,id-804747,id-2138640,9,9,Temperamental,295133.0,f
rec-15047876-dup-0,id-9397098,id-1343811,8,B2,ひとりぽっちで踊らせて,,f
id-2203012,id-2631836,id-363266,7,7,Section 8,321053.0,f
rec-11272816-dup-1,rec-2909528-dup-0,rec-1090224-dup-0,6,6,Lost acous5ic,303000.0,f
rec-10526133-dup-0,rec-12112456-dup-0,id-859762,8,8,Clojer,,f
id-5885491,id-7099402,id-287095,9,9,The Last Kiss,223600.0,f
id-38667310,id-32265611,id-3766323,2,2,Phase Shift,331191.0,f
rec-28216368-dup-0,rec-24751769-dup-0,id-2620848,11,11,Over The Hjll,150000.0,f
rec-39762011-dup-0,id-33041207,id-3902813,5,5,戦士の本懐,199000.0,f
rec-8066414-dup-1,id-9446938,id-549141,2,2,Now the Dav Is Over,,f
id-11208523,id-10632315,id-664802,6,6,Prêts à tomber,193466.0,f
id-23013815,id-5099221,id-2105289,6,6,Machines Programmed by Genes,314000.0,f
rec-10095747-dup-0,id-11638637,rec-754934-dup-0,8,8,Lost Faith ful1 mix,119000.0,f
id-14468613,id-11725850,id-763774,1,A1,Intro,78000.0,f
id-8698567,id-10129993,id-614439,10,10,You and the Night and the Music,168000.0,f
rec-12258763-dup-0,rec-13503227-dup-0,id-1166748,25,25,Comuc Motion,65000.0,f
rec-7101534-dup-0,id-8412598,id-436195,19,19,The Lamloeth Walk,163000.0,f
id-23066865,id-20976744,id-2110353,98,98,Woulda Coulda Shoulda I Guess,2200.0,f
id-3841533,id-4672213,id-65086,9,9,Tervaa ja höyheniä,176426.0,f
rec-8776682-dup-0,id-10211424,id-620801,4,4,Pets Lzment,149000.0,f
id-23065392,id-18890309,id-2110207,10,10,下輩子再見,,f
id-12127125,id-13428722,id-1157593,10,10,Solang da drobn die Sonne lacht,175000.0,f
id-11056586,id-2394219,id-1069185,18,18,Tina Threatens,29893.0,f
id-14510192,id-14776432,id-1310934,1,1,Crescent,548960.0,f
id-1992424,id-2375325,id-44336,6,6,Quetzalcoatl,227346.0,f
id-14706028,id-14847954,id-1319796,5,5,Baby Baby,214000.0,f
id-179758,id-215742,id-48342,5,5,Everything Changes,228933.0,f
id-8595138,id-10022886,id-608408,41,41,Malibu Mix,30000.0,f
rec-13736959-dup-1,id-14275803,id-1256226,2,2,How Many Infants Dked In The Dryer,154947.0,f
id-6229686,id-7471850,id-325727,19,19,silence,4000.0,f
id-7958313,id-9331480,id-536653,16,16,Fingers,252373.0,f
id-23072510,id-20980152,id-2110852,4,4,DalJani Välta,428000.0,f
id-39737834,id-9165742,id-3899881,7,7,Soiled Clown Blues,106600.0,f
id-2349417,id-2809043,id-216819,10,10,Keyboard Sonata in B flat major K 311,230933.0,f
id-1692493,id-2002839,id-232928,9,9,Evaluation,258867.0,f
id-4292093,id-5283984,id-696510,7,7,Rock das aranha,109840.0,f
rec-1909120-dup-0,id-2274945,id-897430,27,27,Dark Etes,135626.0,f
rec-29998822-dup-1,id-7720834,rec-2798304-dup-0,14,14,Run for the N:ght Demo,269600.0,f
rec-29998822-dup-0,id-7720834,rec-2798304-dup-0,14,14,Rum for the Night Demo,269600.0,f
id-40330,id-53790,id-83473,4,4,Idler,205000.0,f
id-7335124,id-8660367,id-1032587,9,9,Life,226000.0,f
id-7209291,id-8524942,id-448365,8,8,Some of These Days,103773.0,f
id-11435715,id-12690827,id-1106320,2,2,Hanging On,326000.0,f
id-17833191,id-17182809,id-1611047,1,1,Utanför,353000.0,f
rec-28219731-dup-0,id-24754334,id-2621239,5,5,Feelj Like Im in Love,198000.0,f
id-11970075,id-13330853,id-1145633,5,5,Solitude Is Bliss,148000.0,f
id-14437614,id-14730210,id-1305705,16,16,Go Away from My Window,118000.0,f
id-8678959,id-10108993,id-612521,103,103,Global Market Ee,12000.0,f
id-9906285,id-11424789,id-787623,2,2,Always,217400.0,f
id-2156902,id-2573693,id-915024,7,7,Wrapped in Cellophane,345133.0,f
id-4800932,id-6064307,id-158653,1,1,Cult,282293.0,f
id-4041289,id-4933178,id-78614,6,6,Supermarket,182186.0,f
id-34276753,id-29084947,id-3259515,6,6,Same Order,172800.0,f
rec-7979378-dup-1,id-9354232,rec-1041385-dup-0,4,4,Badte,420000.0,f
id-7906639,id-9276145,id-884420,10,10,Blues Been Good to Me,250000.0,f
rec-12216093-dup-1,id-4063832,id-895681,4,4,Whistkey and Wimmen,162626.0,f
rec-9838457-dup-1,rec-11349821-dup-0,id-840465,6,6,The Track5 of My Tears,178000.0,f
rec-9838457-dup-0,rec-11349821-dup-0,id-840465,6,6,The Trac1<s of My Tears,178000.0,f
id-8467335,id-9885262,id-597366,4,4,Kamasutra in Love,133000.0,f
id-8322918,id-9729634,id-580735,11,11,How Soon Is Now,290000.0,f
id-47433,id-3943154,id-124168,13,13,Complete Disorder,122000.0,f
id-562318,id-634636,id-178364,2,2,Call It L,228093.0,f
id-10373287,id-11945423,id-786360,3,3,Piano Sonata in Bflat major D 960 III Scherzo Allegro vivace con delicatezza,245066.0,f
rec-6124853-dup-0,id-7359375,id-313512,21,21,Gradus ad Parnassum O0 44 No 91 in B major Allegretto piano Marco Sollini,91000.0,f
rec-14392488-dup-0,id-10643632,id-666029,2,2,Dowm,194000.0,f
rec-10010646-dup-0,rec-11544266-dup-0,rec-747762-dup-0,4,4,Η ζωή εν τάφω,385000.0,f
id-35833097,id-30245424,id-3435091,13,13,blue demo,106000.0,f
id-8167552,id-9558401,id-561280,11,11,Make Me Feel,255000.0,f
id-1468792,id-1734468,id-1768,2,2,Electricity,212866.0,f
id-6757000,id-8040899,id-393425,11,11,First Day of Autumn,259386.0,f
id-39751864,id-33033845,id-3901379,9,9,Moon Dancer,233259.0,f
id-483989,id-556707,id-844839,40,40,How to Use the Dickens Pattern 13,,f
id-28204544,id-24742279,id-2619728,3,B1,Blood Is Black Delirium,845000.0,f
id-37707139,id-994901,id-3654636,1,1,Cold Cold Heart,283093.0,f
id-6255968,id-7500032,id-328838,12,12,Peaceful Man,391266.0,f
rec-14455171-dup-0,id-14742557,id-1307099,13,13,Dixit Dominus RV 594 Psalm 109 for soli 2 khoirs and 2 orchestras IV Tecum principium,146000.0,f
id-7864075,id-9230055,id-526085,5,5,Wintersong,255333.0,f
id-813681,id-4152141,id-170743,17,17,Hijo De La Luna,248600.0,f
id-6913356,id-8210373,id-413289,10,10,Dont Tell Me What to Do,178600.0,f
rec-14788165-dup-1,id-13021852,id-1110046,7,7,Giv4 It Up,240000.0,f
rec-9381834-dup-1,id-10859775,rec-683305-dup-0,34,34,Magico fukl mix,10000.0,f
rec-9381834-dup-0,id-10859775,rec-683305-dup-2,34,34,Magico fuil mix,10000.0,f
rec-9381834-dup-2,id-10859775,rec-683305-dup-0,34,34,Magico fuol mix,10000.0,f
id-10915553,id-12532361,id-1055445,19,19,18th Century ReachAround,180000.0,f
rec-12475103-dup-2,id-2951569,id-79750,1,1,Tanzverbot Sxill to Hell,207080.0,f
rec-18760899-dup-2,rec-13330276-dup-0,rec-1698609-dup-0,17,17,Opust 37,322000.0,f
id-10447660,id-10914567,id-792987,9,9,LOiseau de Feu  Rondo  Corovod,252773.0,f
id-6224110,id-7465875,id-325097,9,9,Wasted and Trying,141000.0,f
id-6712125,id-7992916,id-385690,3,B1,Collateral Damage live at Faces RI,,f
id-14025230,id-14464576,id-1276435,6,6,Folding Ghosts into Origami Stars,252000.0,f
id-7622649,id-8972177,id-497478,7,7,For Your Entertainment,220000.0,f
id-4023898,id-4907222,id-77317,7,7,Misery,256466.0,f
rec-5064064-dup-1,id-6205842,id-192357,5,5,Garaj Barws Paap,257000.0,f
id-3352357,id-4052168,id-948892,4,4,All for Nothing,,f
rec-6874357-dup-0,id-8167173,rec-407763-dup-0,8,8,Fin,137000.0,f
id-6721287,id-8002675,id-387254,13,13,Just Me,,f
id-13051334,id-13884484,id-1210850,1,1,September 22nd 2010,511000.0,f
id-599772,id-674014,id-5591,4,4,Coastal,322693.0,f
id-6381321,id-7637438,id-344418,6,6,American Insomnia Dream Complex,256360.0,f
id-7593311,id-8940228,id-493818,2,2,Ravers of the Lost Funk,676000.0,f
rec-5200904-dup-1,id-6356179,id-863284,5,5,Psalrn,276000.0,f
id-866268,id-1000721,id-305673,5,5,Gunrunner,255200.0,f
id-12336162,id-616807,id-372233,22,22,Love and a Molotov Cocktail,150666.0,f
id-3394963,id-4107217,id-160075,2,2,Ynglinga Saga To Odin We Call,432266.0,f
id-34294805,id-29127594,id-3261715,13,13,Larlesienne Suite No 1  1 Prelude,,f
id-14123738,id-3780610,id-942133,1,1,Taksi fahrn in Istanbul,188426.0,f
id-9157971,id-10623912,id-663765,3,3,The Age of Spectacles,257000.0,f
id-6460641,id-7723829,id-677004,8,8,Dreamville New Mexico,249000.0,f
rec-6813660-dup-1,id-8100388,rec-400201-dup-1,16,16,Weit hinab den Fluzs,84000.0,f
id-37734180,id-13986962,id-3657919,10,10,The Way That You Do,160000.0,f
id-13641838,id-14217700,id-1249605,17,17,Grains of Sand,49000.0,f
rec-8122695-dup-0,rec-9508578-dup-0,id-555443,22,22,All Night Lorig,166520.0,f
