id,title,venue,year
409,"the lowell report j gray , h schek , m stonebraker , j ullman sigmod conference 2003",,
410,chair 's message 1998,,
411,"panel : querying networked databases n koudas , d srivastava",sigmod conference,2003.0
412,"ipsofacto : a visual correlation tool for aggregate network traffic data f korn , s muthukrishnan , y zhu sigmod conference 2003",,
413,an anonymous electronic commerce scheme with an off-line authority and untrusted agents 1998,sigmod record,
414,"discovering internet marketing intelligence through online analytical web usage mining a bќchner , m mulvenna sigmod record 1998",,
415,plastic : reducing query optimization overheads through plan recycling sigmod conference 2003,,
416,"rolex : relational on-line exchange with xml p bohannon , x dong , s ganguly , h korth , c li , p narayan , p shenoy 2003",sigmod conference,
417,videoanywhere : a system for searching and managing distributed video assets sigmod record 1999,,
418,reminiscences on influential papers,,1999.0
419,"query by humming - in action with its technology revealed y zhu , d shasha , x zhao",sigmod conference,2003.0
420,rainbow : multi-xquery optimization using materialized xml views sigmod conference,,2003.0
421,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ) 1999,,
422,"timber : a native system for querying xml s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu sigmod conference 2003",,
423,the oasis multidatabase prototype sigmod record,,1999.0
424,"lockx : a system for efficiently querying secure xml s cho , s amer-yahia , l lakshmanan , d srivastava 2003",sigmod conference,
425,editor 's notes m franklin 1998,sigmod record,
426,building database-driven electronic catalogs sigmod record,,1998.0
427,"trex : dtd-conforming xml to xml transformations a zhou , q wang , z guo , x gong , s zheng , h wu , j xiao , k yue , w fan 2003",sigmod conference,
428,nsf workshop on industrial/academic cooperation in database systems 1999,,
429,irisnet : internet-scale resource-intensive sensor services,sigmod conference,2003.0
430,"sql : 1999 , formerly known as sql 3 1999",sigmod record,
431,"telegraphcq : continuous dataflow processing s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah 2003",sigmod conference,
432,semantic integration of environmental models for application to global information systems and decision-making d mackay 1999,sigmod record,
433,pix : exact and approximate phrase matching in xml 2003,sigmod conference,
434,stream : the stanford stream data manager,sigmod conference,2003.0
435,"semantic and pedagogic interoperability mechanisms in the ariadne educational repository e forte , f haenni , k warkentyne , e duval , k cardinaels , e vervaet , k hendrikx , m forte , f simillion 1999",sigmod record,
436,statement from the treasurer e hanson 1999,sigmod record,
437,"transparent mid-tier database caching in sql server p larson , j goldstein , j zhou 2003",sigmod conference,
438,semantic interoperability in global information systems : a brief introduction to the research area and the special section,sigmod record,1999.0
439,qxtract : a building block for efficient information extraction from plain-text databases sigmod conference 2003,,
440,"peerdb : peering into personal databases b ooi , k tan , a zhou , c goh , y li , c liau , b ling , w ng , y shu , x wang , m zhang sigmod conference",,2003.0
441,semantic integration of semistructured and structured data sources,sigmod record,1999.0
442,griddb : a database interface to the grid,sigmod conference,2003.0
443,semantic interoperability in information services : experiencing with coopware a gal sigmod record 1999,,
444,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems sigmod record,,1999.0
445,winmagic : subquery elimination using window aggregation sigmod conference,,2003.0
446,"socqet : semantic olap with compressed cube and summarization l lakshmanan , j pei , y zhao 2003",sigmod conference,
447,semantic video indexing : approach and issue sigmod record 1999,,
448,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )",sigmod conference,2002.0
449,dynamic service matchmaking among agents in open information environments sigmod record 1999,,
450,"database tuning : principles , experiments , and troubleshooting techniques ( part i ) d shasha , p bonnet sigmod conference 2002",,
451,contextualizing the information space in federated digital libraries 1999,sigmod record,
452,efficient materialization and use of views in data warehouses 1999,sigmod record,
453,"rate-based query optimization for streaming information sources s viglas , j naughton sigmod conference 2002",,
454,"proceedings of the 2002 acm sigmod international conference on management of data , madison , wisconsin , june 3-6 , 2002 2002",,
455,"agent-based semantic interoperability in infosleuth j fowler , b perry , m nodine , b bargmeyer sigmod record",,1999.0
456,"a study on data point search for hg-trees j kuan , p lewis",sigmod record,1999.0
457,"hd-eye : visual clustering of high dimensional data a hinneburg , d keim , m wawryniuk sigmod conference",,2002.0
458,design principles for data-intensive web sites,sigmod record,1999.0
459,"gea : a toolkit for gene expression analysis j phan , r ng",sigmod conference,2002.0
460,chair 's message,,1999.0
461,going public : open-source databases and database research sigmod conference,,2002.0
462,"message from editor-in-chief , acm transactions on database systems w kim",,1999.0
463,"data streams : fresh current or stagnant backwater ? ( panel ) j hellerstein , j widom",sigmod conference,2002.0
464,"database research at the university of oklahoma l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",sigmod record,1999.0
465,"gigascope : high performance network monitoring with an sql interface c cranor , y gao , t johnson , v shkapenyuk , o spatscheck sigmod conference",,2002.0
466,"an overview and classification of mediated query systems r domenig , k dittrich",sigmod record,1999.0
467,"distributing queries over low-power wireless sensor networks s madden , j hellerstein",sigmod conference,2002.0
468,dbxplorer : enabling keyword search over relational databases 2002,sigmod conference,
469,chair 's message 1999,,
470,vice chair 's message 1999,,
471,"cubeexplorer : online exploration of data cubes j han , j wang , g dong , j pei , k wang sigmod conference",,2002.0
472,acdn : a content delivery network for applications 2002,sigmod conference,
473,on multi-resolution document transmission in mobile web,sigmod record,1999.0
474,dbcache : database caching for web application servers 2002,sigmod conference,
475,"towards adaptive workflow systems , cscw-98 workshop report 1999",,
476,"cougar : the network is the database w fung , d sun , j gehrke 2002",sigmod conference,
477,editor 's notes sigmod record,,1999.0
478,"commix : towards effective web information extraction , integration and query answering sigmod conference",,2002.0
479,reminiscences on influential papers 1999,,
480,"an ebxml infrastructure implementation through uddi registries and rosettanet pips a dogac , y tambag , p pembecioglu , s pektas , g laleci , g kurt , s toprak , y kabak",sigmod conference,2002.0
481,"the active database central , er2000 , vldb 2000 , wise 2000 , books , acm dl sigmod record",,1999.0
482,a compact b-tree sigmod conference,,2002.0
483,editor 's notes m franklin sigmod record 1999,,
484,efficient execution of joins in a star schema sigmod conference,,2002.0
485,engineering federated information systems : report of efis '99 workshop,sigmod record,1999.0
