medium,position,format,track_count
m_9499fb59,1,1.0,10
m_b53953e2,1,1.0,13
m_b6bf63da,1,29.0,3
m_81fa0713,1,1.0,12
m_a234ae87,1,12.0,19
m_a01ef8ca,1,12.0,19
m_25e4756c,1,1.0,12
m_c5d3188b,13,1.0,20
m_35568454,1,12.0,18
m_75c8ade7,1,1.0,16
m_6b4a61d6,1,1.0,16
m_3c1e038b,2,,13
m_b383515b,1,,21
m_966a5681,2,1.0,14
m_412c2b79,1,1.0,13
m_35165cd2,2,1.0,10
m_71bf7ed1,1,1.0,74
m_9b33efc9,1,12.0,21
m_c66335ed,1,12.0,21
m_3bb4bfae,1,12.0,97
m_5fb10b09,1,8.0,10
m_848bcf9d,1,31.0,15
m_401d6316,1,1.0,14
m_0e5b5dd2,1,31.0,15
m_e2903d6a,1,1.0,9
m_aace3816,2,1.0,20
m_509dc154,1,19.0,28
m_4f36a196,1,12.0,101
m_16030de9,1,1.0,8
m_e56cdea2,1,12.0,10
m_64e65226,1,12.0,8
m_1d121fe7,1,1.0,9
m_218de32a,1,31.0,10
m_3b05369b,1,,11
m_97ad50fe,1,1.0,13
m_d62b7892,1,,14
m_6cba533f,1,12.0,12
m_cfbb38a9,1,1.0,7
m_52e7550c,1,1.0,11
m_0415637b,1,,42
m_926d6f64,1,1.0,17
m_d46aaf9b,1,1.0,12
m_13a7cbf4,1,1.0,6
m_c8a6c78f,2,1.0,24
m_6c00cef8,1,1.0,11
m_c29a6043,2,1.0,20
m_c55ccfa3,1,7.0,9
m_d8215470,1,1.0,48
m_e0e8e51e,2,1.0,14
m_17763df0,1,1.0,5
m_a0fed10a,1,,12
m_b0bc980e,1,1.0,16
m_367a4f22,1,31.0,11
m_db4a7ace,1,12.0,1
m_acc0e24d,1,1.0,12
m_59465032,1,1.0,13
m_526250cf,1,12.0,165
m_4c1409b6,1,1.0,3
m_580aa4b9,1,1.0,24
m_c40e7b15,1,1.0,12
m_98cbce54,3,1.0,20
m_f44d62a2,2,1.0,9
m_0ca25d13,1,1.0,17
m_02892376,1,1.0,28
m_0fbc15a4,1,1.0,11
m_80addf66,1,,30
m_6a09b0a2,1,,15
m_f6f71912,1,,14
m_e11c9a31,1,,14
m_26960a29,1,1.0,23
m_b57c7913,1,1.0,5
m_92accbf4,1,12.0,55
m_7032e38b,1,7.0,11
m_a5185ef5,1,1.0,8
m_4223ff11,1,7.0,10
m_518d8a6c,1,,17
m_7d282a21,1,8.0,13
m_d041850c,1,1.0,9
m_0810c76a,1,1.0,13
m_7619aa5b,1,,16
m_6dea7fc3,1,12.0,26
m_19764d24,1,1.0,31
m_b95bf2f2,1,,9
m_ba819e51,1,12.0,4
m_aa4d67be,1,1.0,21
m_04920cf3,1,,14
m_cfa30a7f,1,1.0,11
m_65c30787,1,1.0,18
m_c54e3156,1,12.0,3
m_173ccdda,1,1.0,15
m_b98f0910,1,1.0,13
m_b30b3cb0,1,1.0,14
m_9a4b183c,1,1.0,10
m_28802cc0,1,1.0,16
m_fd4e05a8,1,1.0,11
m_c9460d7a,1,31.0,10
m_ad71dd09,1,12.0,54
m_1747a2ac,1,,20
m_08a7b3ab,1,1.0,12
m_5828fcdd,1,,12
m_daed3470,2,1.0,18
m_707b0f6e,1,1.0,2
m_c253ee4f,1,,18
m_83b13535,1,12.0,11
m_c82ef2fe,1,,13
m_03d6a152,1,12.0,52
m_3a427502,1,1.0,9
m_52dc8ded,1,29.0,8
m_663d47c1,1,1.0,14
m_9f86b9d3,1,,19
m_ba1aa455,1,,20
m_4da8ac8e,1,12.0,13
m_ee27ec78,1,12.0,69
m_cb1b9404,1,,10
m_bfbb5865,1,1.0,13
m_70427db5,1,1.0,21
m_2e732c77,1,1.0,18
m_3943e665,1,1.0,15
m_2de371bc,1,12.0,95
m_5190f564,1,31.0,3
m_0d196f7c,1,1.0,17
m_e3c3777f,1,1.0,32
m_30d78ac9,2,1.0,17
m_93e451fe,1,1.0,14
m_0a27c412,1,1.0,21
m_dfe5559e,1,,15
m_27cbe133,1,1.0,7
m_39c0b289,1,1.0,29
m_417a5651,1,1.0,1
m_9d8977ee,1,33.0,8
m_eb9b67fe,1,12.0,8
m_97e3022d,1,1.0,10
m_f2262308,1,1.0,6
m_bb43d4be,1,1.0,16
m_76ea9de1,3,1.0,6
m_910eaee1,1,1.0,12
m_1b3804e3,1,,15
m_6e7f7987,1,,19
m_1a4cb982,1,12.0,6
m_1596090e,1,1.0,12
m_bb959c60,1,,20
m_eae3c0b3,1,31.0,9
m_79ac94b4,1,,12
m_0bf82169,1,1.0,15
m_53c8cabb,1,1.0,46
m_65529649,1,1.0,22
m_4c032832,1,12.0,4
m_888492e8,2,1.0,17
m_e7b04969,1,1.0,16
m_bcf299df,1,31.0,12
m_2b89aaf6,1,,16
m_eb3c619f,1,1.0,15
m_7f9534ec,1,12.0,4
m_78855b2a,1,31.0,14
m_804fe7b8,1,1.0,7
m_03e49956,1,,20
m_9a7f290e,1,,9
m_df063e56,1,,14
m_53f2b3ab,1,1.0,12
m_b3add9ea,1,,9
m_edf7df5d,1,12.0,214
m_239f18ec,1,12.0,8
m_badf0d8f,1,25.0,11
m_6b253fba,1,,16
m_5bc79c55,1,1.0,11
m_8ad7da9a,1,1.0,20
m_5efdc745,2,1.0,27
m_f92b9a44,1,1.0,17
m_c0a15c2b,1,1.0,2
m_db968976,1,12.0,13
m_bf3e04af,5,1.0,9
m_139edb30,1,1.0,17
m_7381757e,1,1.0,12
m_2cf6d9fd,1,8.0,9
m_8c4eee40,1,1.0,17
m_7b75e4d0,1,1.0,3
m_731f8fd8,1,,15
m_902e34e4,1,,10
m_5d8bb8cc,1,12.0,18
m_7eaeeedc,1,12.0,114
m_904b5bee,1,1.0,20
m_77cb4ca2,1,1.0,14
m_73cdf06d,1,1.0,10
m_f8907f31,1,12.0,11
m_9c5cc943,1,,13
m_618e3b60,1,1.0,20
m_98317f70,1,1.0,12
m_a3bd7b34,1,7.0,12
m_fb7cb8c4,1,,17
m_5da4bd33,1,1.0,17
m_0201c0ab,1,1.0,12
m_934bd3da,4,1.0,17
m_fa3f0d72,1,12.0,2
m_b6c3825f,1,12.0,28
m_967a2079,1,1.0,8
m_cb03f1f4,1,1.0,13
m_be408d59,1,12.0,19
m_00dbb06b,1,12.0,45
m_c75a2a24,1,1.0,8
m_9d467b25,1,31.0,10
m_7a4b8ae0,1,,20
m_bc912b13,1,1.0,24
m_af0b0c25,1,,11
m_9a7358f3,1,1.0,13
m_77db0606,1,1.0,16
m_d87cbbae,1,1.0,15
m_3350d9f7,1,1.0,12
m_20c17368,1,12.0,3
m_1ca43427,1,,12
m_6e93a3b4,1,1.0,13
m_2f5af440,2,1.0,22
m_8415b9c2,6,1.0,15
m_bc905a91,1,,18
m_f981d877,1,,56
m_6f0231e2,1,1.0,16
m_ba118fef,4,1.0,20
m_dbebe8e6,1,8.0,17
m_2c17a08d,1,12.0,84
m_60530911,1,,14
m_7df3b9da,1,1.0,11
m_38c5794c,1,7.0,2
m_8094a06e,1,,13
m_ab83ac92,1,1.0,10
m_b2844057,1,1.0,12
m_684b4731,1,1.0,9
m_f3b2b1fc,1,,10
m_9cc1fb78,4,,15
m_1a8f1b64,4,,15
m_8a17b72d,1,12.0,7
m_a7d0a373,1,1.0,44
m_64ce8016,1,12.0,5
m_7cc212ee,4,1.0,10
m_6871882b,3,,17
m_2a974689,1,1.0,12
m_3f44e8ee,2,1.0,17
m_6024d3de,1,1.0,11
m_08099def,1,,18
m_5cc7ab6a,1,1.0,11
m_430ce991,2,1.0,15
m_c11fd470,1,1.0,9
m_3789be4d,1,12.0,76
m_d0597579,1,,8
m_f695624a,1,,11
m_3f3e7a9f,1,,15
m_8e82294a,1,,26
m_251d5c5e,1,1.0,9
m_7507ec50,1,1.0,11
m_d14419e0,1,1.0,2
m_b66e7ffb,1,12.0,82
m_0ff604a2,1,1.0,13
m_efabed03,1,1.0,14
m_7cec5130,1,1.0,99
m_cad4d195,1,1.0,12
m_9b32f8df,1,12.0,4
m_66ea4100,1,1.0,15
m_f1e3cd2c,1,12.0,15
m_e796dfb9,1,1.0,10
m_ad0dcb60,1,30.0,24
m_c7dc2534,1,1.0,6
m_d805295b,2,1.0,22
m_bca493c2,1,,22
m_57acbe4f,1,1.0,30
m_c13d1340,1,1.0,23
m_d52f2d47,1,12.0,4
m_e2a1a0bb,1,30.0,4
m_8241512e,1,1.0,5
m_ddf2f9aa,1,12.0,5
m_c6deb8fd,1,12.0,56
m_22550cfd,1,,8
m_1ee484c3,2,1.0,18
m_41d5e4d8,2,,7
m_ea221523,1,1.0,9
m_bf21550c,1,12.0,10
m_712601d7,1,12.0,11
m_b12b48d5,1,1.0,14
m_69884515,1,1.0,15
m_646dce01,1,1.0,17
m_30194be0,1,1.0,12
m_a3dfe5c8,1,29.0,8
m_3bdd6b95,1,,13
m_702ec0df,1,,16
m_ab80387d,1,12.0,13
m_74c42f75,1,1.0,14
m_cfea8a62,1,1.0,15
m_9ba8ce11,1,1.0,20
m_7e0c940b,1,1.0,22
m_32611caf,1,26.0,17
m_459e7a55,1,,13
m_ecf758ed,1,1.0,7
m_c16c6104,2,1.0,14
m_686800c3,2,1.0,17
m_b8559368,1,1.0,7
m_0022ec95,1,12.0,20
m_66375253,1,,15
m_60124173,1,,12
m_7ef0f372,1,33.0,3
m_66894442,1,1.0,5
m_3869a4d1,1,1.0,3
m_86c1f00e,1,1.0,12
m_56cbc2c0,3,1.0,21
m_3788e5b1,1,1.0,10
m_924bed25,1,1.0,13
m_46b4644a,3,63.0,11
m_7f1d67c7,2,1.0,11
m_65acd630,1,1.0,20
m_9caa8d22,1,,11
m_965a15d5,1,1.0,15
m_76a1b62a,1,12.0,6
m_38760cbc,2,31.0,5
m_400f524f,1,,26
m_e0c44717,1,1.0,11
m_793f7455,1,,10
m_014f1103,1,1.0,4
m_0b3faac5,3,1.0,9
m_1fefda60,1,1.0,11
m_76bca151,1,12.0,55
m_0def2327,1,1.0,9
m_1d96ec3a,1,12.0,13
m_f93ad1e6,1,31.0,10
m_7c85b025,1,1.0,20
m_7236f3f8,1,,14
m_bff02b55,1,1.0,13
m_925cba3a,1,1.0,10
m_8444e99a,1,1.0,14
m_b3e20bdb,1,12.0,6
m_24effaad,1,12.0,19
m_7403b9da,1,1.0,11
m_3300c1cc,1,29.0,7
m_653d4529,1,1.0,12
m_eda0640f,1,1.0,20
m_0b19729d,1,1.0,11
m_0ecc7332,1,1.0,11
m_1a97a3cc,2,38.0,29
m_60f11747,1,,10
m_b159b0d1,1,1.0,2
m_5b2e25b9,1,12.0,28
m_17734dee,1,1.0,13
m_d0edf8d8,1,1.0,8
m_9147507c,1,1.0,11
m_af78c38e,1,1.0,11
m_65e3d305,4,1.0,10
m_495d58b0,1,1.0,13
m_6f830cbc,1,1.0,12
m_78c93dc3,1,1.0,22
m_0822b19a,1,1.0,20
m_9cd965ab,1,,15
m_7d77d1a3,1,7.0,13
m_672a11f8,1,1.0,17
m_e10928a2,1,12.0,11
m_415c046a,1,12.0,20
m_fee1ed7c,1,1.0,11
m_4ce2481e,2,,16
m_4992204b,1,1.0,9
m_01221b2e,1,12.0,17
m_e1e427c5,1,1.0,19
m_b048c4a9,1,,22
m_1636b1bd,1,1.0,13
m_cace4cc6,1,1.0,11
m_c56b6bbb,1,1.0,13
m_233f570d,1,1.0,22
m_664736c3,1,,7
m_269a0dbc,1,1.0,21
m_f02a6af0,1,54.0,2
m_de741e6d,1,31.0,8
m_1bf15b37,1,,14
m_21a36761,1,1.0,38
m_b203391b,1,1.0,10
m_741dd8bd,1,1.0,22
m_6aee57ef,1,1.0,30
m_d8cd6656,3,1.0,20
m_76710a08,1,12.0,11
m_8714aee2,1,,20
m_113af20e,1,1.0,60
m_2cf46bcf,1,1.0,13
m_33771960,1,1.0,15
m_e3df5c38,1,12.0,11
m_0934b233,1,,12
m_371ca7a9,1,,19
m_b53be92c,1,12.0,69
m_2824e192,1,,12
m_a3b6b2c2,4,,15
m_cb85144f,1,1.0,10
m_ea0a7fc4,1,1.0,14
m_440e96a7,1,1.0,9
m_7e47e521,2,1.0,17
m_601a0835,1,1.0,10
m_96a16f7a,1,12.0,5
m_d5304f93,1,1.0,30
m_ca3f5b3f,1,1.0,16
m_75e7e55a,1,1.0,14
m_b220743c,1,,12
m_60c05f15,1,1.0,15
m_98f57794,1,1.0,17
m_f2570dea,2,1.0,10
m_e3547d1f,1,1.0,8
m_03929052,1,12.0,11
m_101d203e,1,31.0,8
m_6020fcb1,2,1.0,24
m_d74de3d6,1,12.0,11
m_5aa574a0,1,1.0,12
m_bd702447,1,1.0,15
m_346c40f7,1,12.0,44
m_26eefe51,1,12.0,14
m_7c490cc4,2,1.0,10
m_9720edee,1,1.0,13
