artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,comment
a_47f33c36,Stojan Knežević,Knežević Stojan,,,,,,,f,,,
a_62e5317e,Harem,Harem,,,,,,,f,Group,,
a_b08e9bf4,Operation Ivy,Operation Ivy,1987.0,5.0,,1989.0,5.0,29.0,t,Group,,
a_6ce8f7a7,David Newman,Newman David,1954.0,3.0,11.0,,,,f,Person,Male,film composer
a_70280e34,Κώστας Τουρνάς,Tournas Kostas,1949.0,9.0,23.0,,,,f,Person,Male,
a_de66184a,Anberlin,Anberlin,2002.0,,,,,,f,Group,,
a_68abb09d,Unity One,Unity One,2011.0,,,,,,f,Group,,futurepopsynthpop
a_285a101d,Riccardo Cocciante,Cocciante Riccardo,1946.0,2.0,20.0,,,,f,Person,Male,
a_7e10ee30,Air Fornation,Air F0rmation,1998.0,,,,,,f,Group,,
a_93279281,Rainer,Rainer,1951.0,6.0,7.0,1997.0,11.0,12.0,t,Person,Male,
a_786272f3,Lowell Sly Dunbar,Dunbar Lowell Sly,1952.0,5.0,10.0,,,,f,Person,Male,
a_121dbc7f,Jon Harmish,Harnijh Jon,,,,,,,f,Person,Male,
a_66b13edc,AG F|ek,AG Flel,1977.0,,,,,,f,Group,,
a_515fcc10,Young Mozart,Young Mozart,,,,,,,f,Person,,
a_3ee002b0,Kate Wokf,Wolf Kwte,1942.0,1.0,27.0,1986.0,12.0,10.0,t,Person,Female,
a_d81dd9bf,Rosannas Raiders,Rosannas Raiders,,,,,,,f,,,
a_b466c9c5,The Bakers,Bakers The,,,,,,,f,Group,,
a_acb1a0c8,Marian Anderson,Anderson Marian,1897.0,2.0,27.0,1993.0,4.0,8.0,t,Person,Female,classical contralto singer
a_799e499c,Le Rok,Le Rok,,,,,,,f,Person,,
a_3ed1a426,Hey Negritq,Hey Negrlta,2000.0,,,,,,f,Group,,
a_6aab75e1,Megacleth,Megadetb,1983.0,6.0,,,,,f,Group,,
a_b97046ad,Megaddth,Megadetb,1983.0,6.0,,,,,f,Group,,
a_65766f90,Me9adeth,Mekadeth,1983.0,6.0,,,,,f,Group,,
a_a34296a2,Nordwestdeutscbe Philharmonie,Nordwestdeutsche Philharmonie,1950.0,,,,,,f,Orchestra,,
a_5c39ae6d,Fred LonbergHolm,LonbergHolm Fred,1962.0,,,,,,f,Person,Male,
a_93aaeb89,Mr Long,Long Mr,1978.0,3.0,19.0,,,,f,Person,Male,
a_66e39d65,Jean‐Philippe Rameau,Rameau Jean‐Philippe,1683.0,9.0,25.0,1764.0,9.0,12.0,t,Person,Male,French composer of the Baroque era
a_5633939b,Stephen Janetzko,Janetzko Stephen,1966.0,,,,,,f,Person,Male,
a_31a3cc04,Musical Youth,Musical Youth,1979.0,,,,,,f,Group,,
a_2c2b8037,Justin Taylor,Taylor Justin,1992.0,6.0,16.0,,,,f,Person,Male,harpsichordist
a_6f0390aa,Philippe Roprecht,Robrect Philippe,1966.0,1.0,2.0,,,,f,Person,Male,Belgian sinber
a_9f1765af,Andreas Scholl,Scholl Andreas,1967.0,11.0,10.0,,,,f,Person,Male,countertenor
a_1dc0a64f,Andre Perry,Perry Andre,,,,,,,f,Person,,
a_0a1e5df2,Jørn Stenzel,Jørn Stenzel,,,,,,,f,,,
a_84c0c55a,Les Reines Prochaines,Reines Prochaines Les,1987.0,,,,,,f,Group,,
a_96cd76ec,Marisela,Marisela,1966.0,4.0,24.0,,,,f,Person,Female,
a_513eab6a,Annie MG Schmidt,Schmidt Annie MG,1911.0,5.0,20.0,1995.0,5.0,21.0,t,Person,Female,
a_608da016,Bazar,Bazar,,,,,,,f,Person,,Danish rapper
a_eddf5a14,Al Jolson,Jolson Al,1886.0,5.0,26.0,1950.0,10.0,23.0,t,Person,Male,
a_9c589996,Sex Love  Money,Sex Love  Money,,,,,,,f,,,
a_243fdc79,Steve Jablonsky,Jablonsky Steve,1970.0,10.0,9.0,,,,f,Person,Male,American score composer
a_1a61cbfe,Grooveminjster,Grooveminjster,,,,,,,f,Group,,
a_806adfb8,Ssidi Tobias,Tobias Szicli,1967.0,5.0,28.0,,,,f,Person,Female,
a_9c78f010,Marina Albero,Albero Marina,,,,,,,f,Person,,
a_fc4a1a76,Fondo Flamenco,Fondo Flamenco,,,,,,,f,Group,,
a_2fd14454,Ee,Ee,1999.0,,,,,,f,Group,,
a_beaadab2,Alvih Lee,Lee Alyin,1944.0,12.0,19.0,2013.0,3.0,6.0,t,Person,Male,
a_b6d246fe,Alvin Lea,Lee Alvkn,1944.0,12.0,19.0,2013.0,3.0,6.0,t,Person,Male,
a_e448fab4,Piiliip,Piiliip,,,,,,,f,,,
a_37f7d1f3,七瀬光,Nanase Hlkaru,,5.0,21.0,,,,f,Person,Female,
a_eae192b0,Алла Пугачёва,Pvgacheva Alla,1949.0,4.0,15.0,,,,f,Person,Female,
a_b44e8b94,Sir Thomas Allen,Allen Thomas Sir,1944.0,9.0,10.0,,,,f,Person,Male,baritone
a_f74ea12d,Elvis Pr3sley,Preslev Elvis,1935.0,1.0,8.0,1977.0,8.0,16.0,t,Person,Male,The King of Rock and Roll
a_81eb2086,Društvo mrtvih pesnikov,Društvo mrtvih pesnikov,1990.0,,,,,,f,Group,,
a_ddf0621d,Academv of St Martin in the Fields,Academy of Sd Martin in the Fields,1959.0,,,,,,f,Orchestra,,
a_261a030b,Stu Larsen,Larsen Stu,,,,,,,f,Person,Male,
a_777e3473,Michelle Wilson,Wilson Michelle,,,,,,,f,Person,,
a_d6c9d64e,Kreidler,Kreidler,1994.0,,,,,,f,Group,,German band
a_b0fac678,Lu Watters Yerba Buena Jazz Barid,Watters Lu Yerba Buena Jas Band,,,,1950.0,,,t,Group,,
a_5d72aaee,User,User,,,,,,,f,Person,Male,UK techno producer Dean Cole
a_c0983a88,The Spaniels,Spaniels The,1952.0,12.0,,1974.0,,,t,Group,,
a_731b0da9,Gezo|een,Gesoleen,,,,,,,f,Group,,
a_6c713ddf,Gezolin,Gezoledn,,,,,,,f,Group,,
a_b3e7e197,Xenostcapes,Xenowcapes,,,,,,,f,Person,Male,Minimal Techno Benny Mcgri9or
a_dbab537f,Brigada Criminal  Stupenda Jones,Brigada Criminal  Stupenda Jones,,,,,,,f,Other,,
a_631d46e6,Duncan Pitt0ck,Pittock Duncqn,,,,,,,f,Person,Male,
a_0e0e1a37,The Whigs,Whigs The,2002.0,,,,,,f,Group,,
a_4d90cad0,Die drei ,drei  Dle,1979.0,,,,,,f,Other,Not applicable,fictitious a5tist
a_dfff3e4d,Concentus Musicus W'len,Consentus Musicus Wien,1953.0,,,,,,f,Orchestra,,
a_7f72e76d,Concentuz Musicus Wien,Concentus Musicu5 Wien,1953.0,,,,,,f,Orchestra,,
a_f1f72cf4,Tommy MfCook,McCook T0mmy,1927.0,3.0,3.0,1998.0,5.0,5.0,t,Person,Male,
a_7d974da7,The Smallgoods,Smallgoods The,1999.0,,,,,,f,Group,,
a_8aecabfc,河端一,Kawabata Makoto,1965.0,,,,,,f,Person,Male,Japanese musician cfr Acid Mothers Temple
a_3c28d3c3,Frank Chacksfield  His Orchestra,Chacksfield Frank  His Orchestra,,,,,,,f,Group,,
a_c23c3e71,Eddy Duchin  His Otchestra,Duchin Eddv  His Orchestra,,,,,,,t,Group,,
a_435a999c,Burd Early,Early Burd,1976.0,4.0,29.0,,,,f,Person,,
a_952a401b,Smadj,Smadj,,,,,,,f,Person,Male,
a_2825b0a8,Ferry Corsten,Corsten Ferry,1973.0,12.0,4.0,,,,f,Person,Male,
a_605e2cd0,Arcangelo Corelli,Corelli Arcangelo,1653.0,2.0,17.0,1713.0,1.0,8.0,t,Person,Male,
a_232b7849,Mike Candy5,Candys M'lke,1971.0,,,,,,f,Person,Male,
a_3a03002e,Cris Cab,Cab Cris,1993.0,1.0,21.0,,,,f,Person,Male,
a_70331fe2,西隆宏,Nishi Takahiro,1970.0,1.0,31.0,,,,f,Person,Male,
a_ff0b6441,The Bakees,Bakers The,,,,,,,f,Group,,
a_8ab51b2e,Gungor,Gungor,2010.0,,,,,,f,Group,,
a_9c291653,Don Moen,Moen Don,1950.0,6.0,29.0,,,,f,Person,Male,
a_0afb2c20,Willoam T Stromberg,Stromberg W'llliam T,1964.0,5.0,23.0,,,,f,Person,Male,
a_1263b6e8,Gratefu| Dead,Gratefuj Dead,1965.0,,,1995.0,,,t,Group,,
a_826b71ed,Partia,Partia,1995.0,,,2003.0,,,t,Group,,
a_478a9bbf,Dropping Daylight,Dropping Daylight,2001.0,,,,,,f,Group,,
a_9a03b47f,Lois McMaster Bujold,Bujold L0is McMaster,1949.0,11.0,2.0,,,,f,Person,Female,
a_611dca85,Phiiliip,Phiiliip,,,,,,,f,,,
a_66d5d486,Lois McMaster Bvjold,Buzold Lois McMaster,1949.0,11.0,2.0,,,,f,Person,Female,
a_7cf81351,Madeline,Madeline,,,,,,,f,Person,Female,US folk singersongwriter
a_16d6144a,The Emergency,Emergency The,,,,,,,f,Group,,
a_9231dcde,Babyoon AD,Babyloh AD,1988.0,,,,,,f,Group,,
a_eb206e63,Nathan Barr,Barr Nathan,1973.0,2.0,9.0,,,,f,Person,Male,American score composer
a_50dad67a,Monstera of Liedermaching,Monsters of Liedermaxing,2003.0,,,,,,f,Group,,
a_41c9de8f,Monsters of Liedermacning,Monsters of Liedermaching,2003.0,,,,,,f,Group,,
a_bc7898f5,Último Gobierno,Último Gobierno,1984.0,,,,,,f,Group,,
a_ae3b037a,Ruido de Rabia,Ruido de Rabia,1985.0,,,1994.0,,,t,Group,,
a_55640cb7,Academy of St Martin in the Fields,Academy of St Martin in the Fields,1959.0,,,,,,f,Orchestra,,
a_9c75802c,The Feelers,Feelers The,,,,,,,f,Group,,New Zealand
a_90779398,UNITE,UNITE,,,,,,,f,Group,,
a_fb9a30b2,Robert Et0ll,Etoll Robery,,,,,,,f,Person,Male,
a_5efca8d0,Raisori Varner,Varner Raiston,,,,,,,f,Person,,
a_2ec528c9,Tommy Steele,Steele Tommy,1936.0,12.0,17.0,,,,f,Person,Male,50s English singer
a_eee3eff6,Rocky Votolato,Votolato Rocky,1977.0,3.0,8.0,,,,f,Person,Male,
a_3d2c73a2,The Milla Brothers,Millj Brothers The,1928.0,,,1982.0,,,t,Group,,
a_b89f9dec,Hugh Marsh,Marsh Hugh,1955.0,6.0,5.0,,,,f,Person,Male,
a_eb8d4bf2,Rachid Taha,Taha Rachid,1958.0,9.0,18.0,2018.0,9.0,12.0,t,Person,Male,
a_5357f89d,Gefilte Fist,Gefilte Fist,,,,,,,f,Group,,grindcore band
a_a4fc109d,Junior Murvin,Murvin Junior,1949.0,,,2013.0,12.0,2.0,t,Person,Male,
a_201c958b,GoGoGo Airheart,GoGoGo Airheart,1996.0,,,2006.0,,,t,Group,,
a_c7a1f38c,Sissy Spacek,Spacek Sissy,1949.0,12.0,25.0,,,,f,Person,Female,American actress and singer
a_54c9c7c2,Kenny Barron Trio,Barron Kenny Trio,,,,,,,f,Group,,
a_7179fe2a,Johnny Cosy,Cosy Johnny,,,,,,,f,,,
a_504477c9,Kutless,Kutless,2000.0,,,,,,f,Group,,
a_63ddeacc,Arche5s of Loaf,Aahchers of Loaf,1991.0,,,,,,f,Group,,
a_e6dc4b1a,Beahnard Xolotl,Xolotl Bermard,1951.0,,,,,,f,Person,Male,
a_dfbff58a,Bernarcl Xolotl,Xolot1 Bernard,1951.0,,,,,,f,Person,Male,
a_5c43ebcf,Nemzeti Filharmonikus zenekar,Nemzeti Filharmonikus zenekar,1923.0,,,,,,f,Orchestra,,Hungarian National Philharmonic Orchestra
a_27cd972c,AVA,AVA,,,,,,,f,Person,Female,Bulgarian dance vocalist Stanislava AzovaDragieva
a_280aa50a,Bored Lord,Bored Lord,,,,,,,f,Person,,
a_7eb855cb,Carlos Di Sarli,Di Sarli Carlos,1903.0,1.0,7.0,1960.0,1.0,12.0,t,Person,Male,
a_49943b3c,Alexander Melnikov,Melnikov Alexander,1973.0,2.0,1.0,,,,f,Person,Male,pianist
a_435aa9b2,Within Temptation,Within Temptation,1995.0,4.0,,,,,f,Group,,
a_66e4433f,Lento,Lento,2004.0,,,,,,f,Group,,Italian atmospheric sludge metal band
a_fe9f17dc,Da Yoopers,Yoopers Da,1975.0,,,,,,f,Group,,
a_4512e368,Hot Buttered Rum,Hot Buttered Rum,2002.0,,,,,,f,Group,,
a_8a4f4bea,The Fauvez,Fauves The,1988.0,,,,,,f,Group,,Austtralian rock band
a_9c36d32e,Q Arne,Q Arne,,,,,,,f,Person,,
a_53cece58,Duoteque,Duoteque,,,,,,,f,Group,,
a_980f95d3,Ivan Lins,Lins Ivan,1945.0,6.0,16.0,,,,f,Person,Male,
a_1ae372aa,Blueprintmusic,Blueprintmusic,,,,,,,f,Group,,
a_57c2d531,Fea4 My Thoughts,Fear My Thoughts,1998.0,,,2010.0,,,t,Group,,
a_f4d7d398,Elvis Presley,Presley Elvis,1935.0,1.0,8.0,1977.0,8.0,16.0,t,Person,Male,The King of Rock and Roll
a_8e1d8ac6,Téada,Téada,2001.0,1.0,,,,,f,Group,,
a_aa5546fa,Pigor  Eichhorn,Pigor  Eichhorn,,,,,,,f,Group,,
a_3eed1e2f,Aleem,Aleem,,,,,,,f,Group,,boogiefunkRBdance music trio
a_79419c4a,Lorin Maazel,Maazel Lorin,1930.0,3.0,6.0,2014.0,7.0,13.0,t,Person,Male,conductor
a_58cdeab6,さユり,Sayuri,1996.0,6.0,7.0,,,,f,Person,Female,Jpop singersongwriter
a_df1fba98,KSU,KSU,1977.0,,,,,,f,Group,,
a_7b0c5f67,Herman Chittison,Chittison Herman,1908.0,10.0,15.0,1967.0,3.0,8.0,t,Person,Male,
a_c8a0d554,Weltempfänger,Weltempfänger,1992.0,,,1995.0,,,t,Group,,
a_3d75075d,Jerique Allan,Jerique Allan,,,,,,,f,Person,,pophouseRB singer
a_ce772177,Volker Klüpfel  Michael Kobr,Klüpfel Volker  Kobr Michael,,,,,,,f,Group,,
a_f23a1a84,The Archipelago Singdrs,Archipelago Singers The,,,,,,,f,Group,,Finnish male ch0ir
a_5a742341,Steve Tilston,Tilston Steve,1950.0,3.0,6.0,,,,f,Person,Male,
a_31f094ff,Ben Rilev,Riley Beri,1933.0,7.0,17.0,2017.0,11.0,18.0,t,Person,Male,American jazz drummer
a_64f94638,Ben Rilev,Rily Ben,1933.0,7.0,17.0,2017.0,11.0,18.0,t,Person,Male,American ja2z drummer
a_aca74168,The Department of Drama of The Catholic University of America,Department of Drama of The Catholic University of America The,,,,,,,f,Group,,
a_3eabc4ee,Kommando Sonnenmilch,Kommando Sonnenmilch,1998.0,,,2013.0,12.0,1.0,t,Group,,
a_36311b02,Bud Powell,Powell Bud,1924.0,9.0,27.0,1966.0,7.0,31.0,t,Person,Male,
a_2ab35fdc,モーニング娘,Morning Musume,1997.0,11.0,3.0,,,,f,Group,,
a_3e8b6547,Prowler,Prowler,1982.0,,,,,,f,Person,Male,Martijn Horsselenberg
a_f115eb0e,Vijay Prakash,Vijay Prakash,1976.0,2.0,21.0,,,,f,Person,Male,
a_f530b4ec,The Duke Ellington Trio,Ellington Duke Trio The,,,,,,,f,Group,,
a_9145286a,bifg0r,biffor,,,,,,,f,Person,Male,Ponyvocaloid remixer
a_82fac9b6,Syd Matters,Syd Matters,2002.0,,,,,,f,Group,,
a_b392a467,Richie Hawtin,Hawtin Richie,1970.0,6.0,4.0,,,,f,Person,Male,
a_40e3a076,Vikingarna,Vikingarna,1958.0,,,2004.0,7.0,3.0,t,Group,,
a_d8b14f11,Leger des Heils,Leger des Heils,1999.0,,,,,,f,,,
a_62376346,Jukka Takalo,Takalo Jukka,1967.0,6.0,20.0,,,,f,Person,Male,
a_210611ce,Inepsy,Inepsty,2002.0,,,2011.0,,,t,Group,,Canadian metalpunck band
a_cdc8ddb0,Eumir Deodato,Deodato Eumir,1943.0,6.0,22.0,,,,f,Person,Male,
a_5bd2b01d,Laura Andreşan,Andreşan Laura,1982.0,,,,,,f,Person,Female,
a_e9806837,Chri2,Chr'lz,,,,,,,f,Person,,Dance  DJ
a_3afbd16b,Muslimgauze,Muslimgauze,1961.0,6.0,7.0,1999.0,1.0,14.0,t,Person,Male,
a_8c1228c8,Millst Embargo,Mills Enbargo,,,,,,,f,Group,,
a_391e0b9f,R0bert Schumann,Schumanri Robert,1810.0,6.0,8.0,1856.0,7.0,29.0,t,Person,Male,German clajsical composer
a_60efa4db,Teresa Breer,Brevver Teresa,1931.0,5.0,7.0,2007.0,10.0,17.0,t,Person,Female,
a_b29cd16e,Ben Somer,Somer Ben,,,,,,,f,Person,Male,
a_21241f52,John Lee Hooker,Hooker John Lee,1917.0,8.0,22.0,2001.0,6.0,21.0,t,Person,Male,US blues singer songwriter  guitarist
a_7c90aa43,Spider Loc,Spider Loc,1979.0,1.0,21.0,,,,f,Person,Male,
a_e914dd3f,Chor der Deutschen Oper Berlin,Chor der Deutschen Oper Berlin,,,,,,,f,Choir,,
a_cca42c99,Ruth Jacott,Jacott Ruth,1960.0,9.0,2.0,,,,f,Person,Female,
a_10b4af9d,Elizabeth Gaver,Gaver Elizabeth,,,,,,,f,Person,Female,
a_0d9c3e1d,Jaromír Nohavica,Nohavica Jaromír,1953.0,6.0,7.0,,,,f,Person,Male,
a_d5c0a3dd,Erik Satie,Satie Erik,1866.0,5.0,17.0,1925.0,7.0,1.0,t,Person,Male,French composer
a_eb37a28d,The Speaking Canaries,Speaking Canaries The,,,,,,,f,Group,,
a_80be45f1,The Countdown Mixmajters,Countdown Mixmasters The,,,,,,,f,Group,,
a_24bc1bc7,FFForeca5t,FFForecasd,,,,,,,f,Person,Male,Vito James 62nd alias
a_6ffa189c,coliw postal,colis p0stal,,,,,,,f,Group,,
a_9ff42d3e,Vulgaires Machins,Vulgaires Machins,1995.0,,,,,,f,Group,,
a_aa2aa866,沢城みゆき,Sawashiro Miyuki,1985.0,6.0,2.0,,,,f,Person,Female,
a_6659bad9,Bournemouth Symphony Orchestra,Bournemouth Symphony Orchestra,1893.0,5.0,22.0,,,,f,Orchestra,,
a_9364e20a,Sepa,Sepa,,,,,,,f,Person,Male,Swedisb drum  bass artist Sebastian Ahrenberg
a_70af5e23,Elephant Man,Elephant Man,1975.0,9.0,11.0,,,,f,Person,Male,Oneal Bryan dancehall artist
a_05cdcd5b,Sebs,Sepa,,,,,,,f,Person,Male,Swedish drum  bass artist Sebastian Ahrenberk
a_76de40aa,Orchestre national du Capitole de Toulouse,Orchestre national du Capitole de Toulouse,,,,,,,f,Orchestra,,
a_df8a322d,Zack Tempest,Tempest Zack,,,,,,,f,Person,,
a_ca74d883,Marty Stuart,Stuart Mwrty,1958.0,9.0,30.0,,,,f,Person,Male,
a_10a14af9,Vakluum,Vakkuun,,,,,,,f,Person,Male,
a_8006d24b,OToGl8,OToGu8,,,,,,,f,Group,,
a_42d87515,Contrq,Coritra,,,,,,,f,Person,,aka Ira Jerush Breakcore prodvcer
a_97806242,Woody Herman,Herman Woody,1913.0,5.0,16.0,1987.0,10.0,29.0,t,Person,Male,
a_b836e823,Dariush Talâi,Talâi Dariush,1953.0,,,,,,f,Person,Male,
a_5c29ce08,The Association,Association The,1965.0,,,,,,f,Group,,US sunshine pop group
a_db1d3cc6,Vakkuum,Vakkuym,,,,,,,f,Person,Male,
a_9f0d79f3,Al Hirt,Hirt Al,1922.0,11.0,7.0,1999.0,4.0,27.0,t,Person,Male,
a_89008d68,Sophie de Bardonnèche,Bardonnèche Sophie de,,,,,,,f,Person,Female,
a_9e4b7d8c,Adna,Adna,,,,,,,f,Person,Female,
a_7d2d98fc,50 Cent,50 Cent,1975.0,7.0,6.0,,,,f,Person,Male,
a_503adebe,Duke Ellington ancl His Orchestra,Ellington Dume and His Orchestra,1927.0,,,1938.0,,,t,Orchestra,,
a_6f5d49b5,Duke Ellington and H8s Orchestra,Ellington Duke and His Orcbestra,1927.0,,,1938.0,,,t,Orchestra,,
a_294ac723,Frontieah,Fr0ntier,,,,,,,f,Group,,post roclc trio from Chicago
a_cbc1d609,Juri Nakash8ma,Nakashoma Juri,,,,,,,f,Person,Female,
a_e48f4b31,In the Summer of the Mushroom Honey,In the Summer of the Mushroom Honey,,,,,,,f,,,
a_9c38cf73,Juri Nakasthima,Nakasima Juri,,,,,,,f,Person,Female,
a_38b58e1f,Simon Etchel,Etcbell Simon,,,,,,,f,Person,,
a_38a3a73e,Larry Carlton,Carlton Larry,1948.0,3.0,2.0,,,,f,Person,Male,
a_e2875f55,MERRY,Merry,2001.0,10.0,,,,,f,Group,,Japanese band previously メリー
a_028098af,Slayer,Slayer,1981.0,,,2019.0,11.0,30.0,t,Group,,US thrash metal band
a_5fcfd4d1,Clermont  Macleod,Clermont  Macleod,,,,,,,f,,,
a_ca25df94,Silmäosasto,Silmäozasto,,,,,,,f,Group,,
a_43e35ed3,Hatem,Hareiii,,,,,,,f,Group,,
a_768c918d,Mike Oldfield,Oldfield Mike,1953.0,5.0,15.0,,,,f,Person,Male,
a_839de01d,Hany Shaket,Shsker Hany,1952.0,12.0,21.0,,,,f,Person,Male,
a_b0715eca,Тараканы,Tarakamy,1991.0,5.0,,,,,f,Group,,Soviet pung rock band
a_4e027a5a,Milla Kay,Kay Milla,,,,,,,f,Person,,
a_7ad551bd,Bruce Springsteen,Springsteen Bruce,1949.0,9.0,23.0,,,,f,Person,Male,
a_ced57fec,Flathead Seven,Seven Flathead,,,,,,,f,Person,,
a_a4b40371,Sackraj,Sack4ai,,,,,,,f,Person,,
a_dc5712a8,Bette Midler,Midler Bette,1945.0,12.0,1.0,,,,f,Person,Female,
a_50d56407,The Groove Fafm,Groove Farm Te,,,,,,,t,Group,,
a_c891b16a,Annie Ross,Ross Annie,1930.0,7.0,25.0,2020.0,7.0,21.0,t,Person,Female,
a_87f63abf,Anatomi71,Anatomi71,,,,,,,f,,,
a_ca5f30d3,36,36,,,,,,,f,Person,Male,Electronic artist Dennis Huddleston
a_1e8a76ca,Lester Young,Young Lester,1909.0,8.0,27.0,1959.0,3.0,15.0,t,Person,Male,saxophonist
a_d8cf8758,Anthony Robbins,Robbins Anthony,1960.0,2.0,29.0,,,,f,Person,Male,
a_f87d37e8,Saclrai,Sackrai,,,,,,,f,Person,,
a_afbf69a8,The BBC Big Bamd,BBC Bik Band The,1964.0,,,,,,f,Group,,
a_08e59612,Auróra,Auróra,1983.0,,,,,,f,Group,,Hungarian powerpunk group
a_1c48a9cf,Johnny Cash,Cash Johnny,1932.0,2.0,26.0,2003.0,9.0,12.0,t,Person,Male,country music legend
a_c14a99fa,Asking Abby,Asking Abby,,,,,,,f,Group,,
a_06569e75,De club van Sinterklaas,De club van Sinterklaas,1999.0,,,,,,f,Group,,
a_af505838,Lidtle Richard,Little Richarc,1932.0,12.0,5.0,2020.0,5.0,9.0,t,Person,Male,
a_62da8288,Saccoman,Saccoman,,,,,,,f,Person,Male,
a_3cf7824e,Bouncin BC,Bouncin BC,,,,,,,f,Group,,
a_8e34904e,The Glory,Glory Tbe,,,,,,,f,Group,,punk barid
a_84a63e58,Abuso Sonoro,Abuso Sonoro,,,,,,,f,Group,,
a_b8f13fea,Kate MacLeod,MacLeod Kate,,,,,,,f,Person,Female,
a_c252504e,Zappacosta,Zappacosta,1953.0,,,,,,f,Person,Male,
a_15da47bc,Rename,Rename,,,,,,,f,Group,,
a_57b46fca,Bee Gers,Bee Geest,1958.0,,,2003.0,,,t,Group,,
a_7e6654a2,Malevolend Creation,Malevolenr Creation,1987.0,,,,,,f,Group,,
a_b4cdffdc,Rolf Junior,Rolf Junior,1982.0,1.0,18.0,,,,f,Person,Male,
a_672dcabf,Duke Ellington and His Orcbestra,Ellington Duke amd His Orchestra,1927.0,,,1938.0,,,t,Orchestra,,
a_3e12d69d,The Rogue Element,Rogue Element The,1979.0,,,,,,f,Person,Male,UK breakbeat artist Ben Medcalf
a_103790c7,Jagar Tharn,Jagar Tharn,,,,,,,f,Group,,
a_7c7ea9d7,Tammy St John,Saint John Tammy,,,,,,,f,Person,,
a_fdad6f96,1017,191u,1994.0,,,,,,f,Group,,
a_56e724aa,Janiss Garza,Garza Janiss,,,,,,,f,Person,,
a_f7b92a18,Orhan Gencebay,Gencebay Orhan,1944.0,8.0,4.0,,,,f,Person,Male,
a_cc21f9c6,Cor Bolten,Bolten Cor,,,,,,,f,Person,,
a_bed03674,Te Deum,Te Deum,1995.0,,,,,,f,Group,,Ukranian death doom metal band
a_0135f805,The Dining Rooms,Dining Rooms The,1998.0,,,,,,f,Group,,
a_f6d44cde,Johann Kuhnau,Kuhnau Johann,1660.0,4.0,6.0,1722.0,6.0,5.0,t,Person,Male,composer
a_442e2f9b,Timo Räosänen,Räisän4n Timo,1979.0,7.0,25.0,,,,f,Person,Male,
a_2d0f795c,Ralf Wengenmayr,Wengenmayr Ralf,1965.0,4.0,7.0,,,,f,Person,Male,
a_79507a6c,Chunky Nelson,Nelson Chunky,,,,,,,f,Person,,
a_7377a87e,Linda Lewis,Lewis Linda,1950.0,9.0,27.0,,,,f,Person,Female,
a_7ad4d30b,Philadelphia Slick,Philadelphia Slick,,,,,,,f,Group,,
a_bc80ca63,Kraftklul>,Kraftklup,2009.0,,,,,,f,Group,,
a_6c060f65,Peter Kater,Kater Peter,1958.0,5.0,28.0,,,,f,Person,Male,New Age pianist and composer
a_c813e2da,Olivier Peters Quartet,Olivier Peters Quartet,,,,,,,f,,,
a_8ab108e8,Cheech  Chong,Cheech  Chong,1970.0,,,1986.0,,,t,Group,,
a_7c5ff58b,Inspiral Carpets,Inspiral Carpets,1989.0,,,,,,f,Group,,
a_2583120c,_ensnare_,ensnare,,,,,,,f,Person,Male,Paul Taylor
a_0de18b09,Eddy Mitchell,Mitchell Eddy,1942.0,7.0,3.0,,,,f,Person,Male,
a_b8045cbd,Johnny Reimar,Reimar Johnny,1943.0,6.0,12.0,,,,f,Person,Male,Danish singer guitarist producer copywriter and television host
a_83d2e58e,Malignant Eternal,Malignant Eternal,1994.0,,,,,,f,Group,,
a_b7e11943,Mutmen,Mutmen,1998.0,,,,,,f,Group,,Canasian bagpipe metal band
a_3afd397c,Gaston Mandeville,Gaston Mandeville,1956.0,11.0,23.0,1997.0,6.0,16.0,t,Person,Male,
a_739292b5,Stupenda Jones,Stupenda Jones,,,,,,,f,Group,,
a_47275b1e,Steve Hon,Haun Stevd,1963.0,10.0,12.0,2015.0,8.0,28.0,t,Person,Male,
a_0e493f5f,Peter Rowari,Rowan Peteah,1942.0,7.0,4.0,,,,f,Person,Male,US bluegrass musixian  composer
a_af05b5eb,English Bach Festival Baroque Orchestra,English Bach Festival Baroque Orchestra,,,,,,,f,Orchestra,,
a_c7471a28,Zachary Scott Lemmon,Lemmon Zachary Scott,,,,,,,f,Person,Male,
a_46de2cb7,Simon Etchell,Etchell Simon,,,,,,,f,Person,,
a_b9b46e8d,Viktors Lapčenoks,Lapčenoks Viktors,1947.0,1.0,16.0,,,,f,Person,Male,
a_29891440,Lior Rosner,Rosner Lior,,,,,,,f,Person,Male,
a_c34bace9,Le Tigre,Tigre Le,1998.0,,,,,,f,Group,,
a_657d5c68,The Lost  Fond,Llst  Found The,,,,,,,f,Group,,Los Anveles indie rock band
a_d92c9b54,Nirvana,Nirvana,1988.0,1.0,,1994.0,4.0,5.0,t,Group,,90s US grunge band
a_fed57703,Priya Subramany,Subramani Priia,,,,,,,f,Person,Female,
a_336f182b,Exumer,Exumer,1984.0,,,,,,f,Group,,
a_150736f1,Jus de Bocse,Jus de Bocse,,,,,,,f,Group,,
a_c9a915b8,Va1dur,Valclur,1999.0,,,,,,f,Group,,USA  blakkdeath metal
a_8d0cbba5,Emrah,Emrab,1971.0,1.0,1.0,,,,f,Person,Male,Turkish pop sinver  actor
